"Plot Title: DO_01"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20645539, SEN S/N: 20645539)","Temp, °F (LGR S/N: 20645539, SEN S/N: 20645539)","Expired Sensor Cap (LGR S/N: 20645539)","Coupler Attached (LGR S/N: 20645539)","Host Connected (LGR S/N: 20645539)","Stopped (LGR S/N: 20645539)","End Of File (LGR S/N: 20645539)"
11904,12/16/19 12:15:00 PM,-0.03,49.68,,,,,
11905,12/16/19 12:30:00 PM,-0.03,49.75,,,,,
11906,12/16/19 12:45:00 PM,-0.03,49.89,,,,,
11907,12/16/19 01:00:00 PM,-0.03,50.04,,,,,
11908,12/16/19 01:15:00 PM,-0.03,50.14,,,,,
11909,12/16/19 01:30:00 PM,-0.03,50.29,,,,,
11910,12/16/19 01:45:00 PM,-0.03,50.40,,,,,
11911,12/16/19 02:00:00 PM,-0.03,50.43,,,,,
11912,12/16/19 02:15:00 PM,-0.03,50.43,,,,,
11913,12/16/19 02:30:00 PM,-0.03,50.43,,,,,
11914,12/16/19 02:45:00 PM,-0.03,50.43,,,,,
11915,12/16/19 03:00:00 PM,-0.03,50.47,,,,,
11916,12/16/19 03:15:00 PM,-0.03,50.47,,,,,
11917,12/16/19 03:30:00 PM,-0.03,50.54,,,,,
11918,12/16/19 03:45:00 PM,-0.03,50.61,,,,,
11919,12/16/19 04:00:00 PM,-0.03,50.68,,,,,
11920,12/16/19 04:15:00 PM,-0.03,50.76,,,,,
11921,12/16/19 04:30:00 PM,-0.03,50.83,,,,,
11922,12/16/19 04:45:00 PM,-0.03,50.86,,,,,
11923,12/16/19 05:00:00 PM,-0.03,50.90,,,,,
11924,12/16/19 05:15:00 PM,-0.03,50.90,,,,,
11925,12/16/19 05:30:00 PM,-0.03,50.86,,,,,
11926,12/16/19 05:45:00 PM,-0.03,50.83,,,,,
11927,12/16/19 06:00:00 PM,-0.03,50.79,,,,,
11928,12/16/19 06:15:00 PM,-0.03,50.79,,,,,
11929,12/16/19 06:30:00 PM,-0.03,50.76,,,,,
11930,12/16/19 06:45:00 PM,-0.03,50.72,,,,,
11931,12/16/19 07:00:00 PM,-0.03,50.65,,,,,
11932,12/16/19 07:15:00 PM,-0.03,50.54,,,,,
11933,12/16/19 07:30:00 PM,-0.03,50.47,,,,,
11934,12/16/19 07:45:00 PM,-0.03,50.40,,,,,
11935,12/16/19 08:00:00 PM,-0.03,50.32,,,,,
11936,12/16/19 08:15:00 PM,-0.03,50.25,,,,,
11937,12/16/19 08:30:00 PM,-0.03,50.18,,,,,
11938,12/16/19 08:45:00 PM,-0.03,50.18,,,,,
11939,12/16/19 09:00:00 PM,-0.03,50.14,,,,,
11940,12/16/19 09:15:00 PM,-0.03,50.07,,,,,
11941,12/16/19 09:30:00 PM,-0.03,50.04,,,,,
11942,12/16/19 09:45:00 PM,-0.03,49.96,,,,,
11943,12/16/19 10:00:00 PM,-0.03,49.93,,,,,
11944,12/16/19 10:15:00 PM,-0.03,49.89,,,,,
11945,12/16/19 10:30:00 PM,-0.03,49.86,,,,,
11946,12/16/19 10:45:00 PM,-0.03,49.82,,,,,
11947,12/16/19 11:00:00 PM,-0.03,49.75,,,,,
11948,12/16/19 11:15:00 PM,-0.03,49.71,,,,,
11949,12/16/19 11:30:00 PM,-0.03,49.68,,,,,
11950,12/16/19 11:45:00 PM,-0.03,49.60,,,,,
11951,12/17/19 12:00:00 AM,-0.03,49.57,,,,,
11952,12/17/19 12:15:00 AM,-0.03,49.53,,,,,
11953,12/17/19 12:30:00 AM,-0.03,49.50,,,,,
11954,12/17/19 12:45:00 AM,-0.03,49.46,,,,,
11955,12/17/19 01:00:00 AM,-0.03,49.42,,,,,
11956,12/17/19 01:15:00 AM,-0.03,49.35,,,,,
11957,12/17/19 01:30:00 AM,-0.03,49.32,,,,,
11958,12/17/19 01:45:00 AM,-0.03,49.28,,,,,
11959,12/17/19 02:00:00 AM,-0.03,49.24,,,,,
11960,12/17/19 02:15:00 AM,-0.03,49.21,,,,,
11961,12/17/19 02:30:00 AM,-0.03,49.17,,,,,
11962,12/17/19 02:45:00 AM,-0.03,49.14,,,,,
11963,12/17/19 03:00:00 AM,-0.03,49.10,,,,,
11964,12/17/19 03:15:00 AM,-0.03,49.03,,,,,
11965,12/17/19 03:30:00 AM,-0.03,49.03,,,,,
11966,12/17/19 03:45:00 AM,-0.03,48.99,,,,,
11967,12/17/19 04:00:00 AM,-0.03,48.96,,,,,
11968,12/17/19 04:15:00 AM,-0.03,48.96,,,,,
11969,12/17/19 04:30:00 AM,-0.03,48.96,,,,,
11970,12/17/19 04:45:00 AM,-0.03,48.92,,,,,
11971,12/17/19 05:00:00 AM,-0.03,48.92,,,,,
11972,12/17/19 05:15:00 AM,-0.03,48.88,,,,,
11973,12/17/19 05:30:00 AM,-0.03,48.88,,,,,
11974,12/17/19 05:45:00 AM,-0.03,48.85,,,,,
11975,12/17/19 06:00:00 AM,-0.03,48.85,,,,,
11976,12/17/19 06:15:00 AM,-0.03,48.81,,,,,
11977,12/17/19 06:30:00 AM,-0.03,48.78,,,,,
11978,12/17/19 06:45:00 AM,-0.03,48.74,,,,,
11979,12/17/19 07:00:00 AM,-0.03,48.74,,,,,
11980,12/17/19 07:15:00 AM,-0.03,48.70,,,,,
11981,12/17/19 07:30:00 AM,-0.03,48.67,,,,,
11982,12/17/19 07:45:00 AM,-0.03,48.67,,,,,
11983,12/17/19 08:00:00 AM,-0.03,48.63,,,,,
11984,12/17/19 08:15:00 AM,-0.03,48.60,,,,,
11985,12/17/19 08:30:00 AM,-0.03,48.60,,,,,
11986,12/17/19 08:45:00 AM,-0.03,48.56,,,,,
11987,12/17/19 09:00:00 AM,-0.03,48.60,,,,,
11988,12/17/19 09:15:00 AM,-0.03,48.60,,,,,
11989,12/17/19 09:30:00 AM,-0.03,48.63,,,,,
11990,12/17/19 09:45:00 AM,-0.03,48.63,,,,,
11991,12/17/19 10:00:00 AM,-0.03,48.67,,,,,
11992,12/17/19 10:15:00 AM,-0.03,48.67,,,,,
11993,12/17/19 10:30:00 AM,-0.03,48.70,,,,,
11994,12/17/19 10:45:00 AM,-0.03,48.74,,,,,
11995,12/17/19 11:00:00 AM,-0.03,48.78,,,,,
11996,12/17/19 11:15:00 AM,-0.03,48.85,,,,,
11997,12/17/19 11:30:00 AM,-0.03,48.96,,,,,
11998,12/17/19 11:45:00 AM,-0.03,49.14,,,,,
11999,12/17/19 12:00:00 PM,-0.03,49.32,,,,,
12000,12/17/19 12:15:00 PM,-0.03,49.50,,,,,
12001,12/17/19 12:30:00 PM,-0.03,49.57,,,,,
12002,12/17/19 12:45:00 PM,-0.03,49.64,,,,,
12003,12/17/19 01:00:00 PM,-0.03,49.68,,,,,
12004,12/17/19 01:15:00 PM,-0.03,49.75,,,,,
12005,12/17/19 01:30:00 PM,-0.03,49.82,,,,,
12006,12/17/19 01:45:00 PM,-0.03,49.89,,,,,
12007,12/17/19 02:00:00 PM,-0.03,50.04,,,,,
12008,12/17/19 02:15:00 PM,-0.03,50.14,,,,,
12009,12/17/19 02:30:00 PM,-0.03,50.25,,,,,
12010,12/17/19 02:45:00 PM,-0.03,50.32,,,,,
12011,12/17/19 03:00:00 PM,-0.03,50.43,,,,,
12012,12/17/19 03:15:00 PM,-0.03,50.54,,,,,
12013,12/17/19 03:30:00 PM,-0.03,50.58,,,,,
12014,12/17/19 03:45:00 PM,-0.03,50.61,,,,,
12015,12/17/19 04:00:00 PM,-0.03,50.58,,,,,
12016,12/17/19 04:15:00 PM,-0.03,50.54,,,,,
12017,12/17/19 04:30:00 PM,-0.03,50.50,,,,,
12018,12/17/19 04:45:00 PM,-0.03,50.50,,,,,
12019,12/17/19 05:00:00 PM,-0.03,50.50,,,,,
12020,12/17/19 05:15:00 PM,-0.03,50.54,,,,,
12021,12/17/19 05:30:00 PM,-0.03,50.50,,,,,
12022,12/17/19 05:45:00 PM,-0.03,50.43,,,,,
12023,12/17/19 06:00:00 PM,-0.03,50.32,,,,,
12024,12/17/19 06:15:00 PM,-0.03,50.25,,,,,
12025,12/17/19 06:30:00 PM,-0.03,50.14,,,,,
12026,12/17/19 06:45:00 PM,-0.03,50.07,,,,,
12027,12/17/19 07:00:00 PM,-0.03,50.00,,,,,
12028,12/17/19 07:15:00 PM,-0.03,49.96,,,,,
12029,12/17/19 07:30:00 PM,-0.03,49.96,,,,,
12030,12/17/19 07:45:00 PM,-0.03,49.93,,,,,
12031,12/17/19 08:00:00 PM,-0.03,49.93,,,,,
12032,12/17/19 08:15:00 PM,-0.03,49.89,,,,,
12033,12/17/19 08:30:00 PM,-0.03,49.89,,,,,
12034,12/17/19 08:45:00 PM,-0.03,49.86,,,,,
12035,12/17/19 09:00:00 PM,-0.03,49.82,,,,,
12036,12/17/19 09:15:00 PM,-0.03,49.78,,,,,
12037,12/17/19 09:30:00 PM,-0.03,49.75,,,,,
12038,12/17/19 09:45:00 PM,-0.03,49.71,,,,,
12039,12/17/19 10:00:00 PM,-0.03,49.71,,,,,
12040,12/17/19 10:15:00 PM,-0.03,49.68,,,,,
12041,12/17/19 10:30:00 PM,-0.03,49.68,,,,,
12042,12/17/19 10:45:00 PM,-0.03,49.68,,,,,
12043,12/17/19 11:00:00 PM,-0.03,49.68,,,,,
12044,12/17/19 11:15:00 PM,-0.03,49.68,,,,,
12045,12/17/19 11:30:00 PM,-0.03,49.68,,,,,
12046,12/17/19 11:45:00 PM,-0.03,49.64,,,,,
12047,12/18/19 12:00:00 AM,-0.03,49.64,,,,,
12048,12/18/19 12:15:00 AM,-0.03,49.60,,,,,
12049,12/18/19 12:30:00 AM,-0.03,49.57,,,,,
12050,12/18/19 12:45:00 AM,-0.03,49.57,,,,,
12051,12/18/19 01:00:00 AM,-0.03,49.53,,,,,
12052,12/18/19 01:15:00 AM,-0.03,49.53,,,,,
12053,12/18/19 01:30:00 AM,-0.03,49.50,,,,,
12054,12/18/19 01:45:00 AM,-0.03,49.50,,,,,
12055,12/18/19 02:00:00 AM,-0.03,49.46,,,,,
12056,12/18/19 02:15:00 AM,-0.03,49.46,,,,,
12057,12/18/19 02:30:00 AM,-0.03,49.46,,,,,
12058,12/18/19 02:45:00 AM,-0.03,49.42,,,,,
12059,12/18/19 03:00:00 AM,-0.03,49.42,,,,,
12060,12/18/19 03:15:00 AM,-0.03,49.39,,,,,
12061,12/18/19 03:30:00 AM,-0.03,49.39,,,,,
12062,12/18/19 03:45:00 AM,-0.03,49.35,,,,,
12063,12/18/19 04:00:00 AM,-0.03,49.35,,,,,
12064,12/18/19 04:15:00 AM,-0.03,49.32,,,,,
12065,12/18/19 04:30:00 AM,-0.03,49.28,,,,,
12066,12/18/19 04:45:00 AM,-0.03,49.28,,,,,
12067,12/18/19 05:00:00 AM,-0.03,49.24,,,,,
12068,12/18/19 05:15:00 AM,-0.03,49.24,,,,,
12069,12/18/19 05:30:00 AM,-0.03,49.21,,,,,
12070,12/18/19 05:45:00 AM,-0.03,49.21,,,,,
12071,12/18/19 06:00:00 AM,-0.03,49.14,,,,,
12072,12/18/19 06:15:00 AM,-0.03,49.10,,,,,
12073,12/18/19 06:30:00 AM,-0.03,49.06,,,,,
12074,12/18/19 06:45:00 AM,-0.03,49.03,,,,,
12075,12/18/19 07:00:00 AM,-0.03,48.99,,,,,
12076,12/18/19 07:15:00 AM,-0.03,48.99,,,,,
12077,12/18/19 07:30:00 AM,-0.03,48.99,,,,,
12078,12/18/19 07:45:00 AM,-0.03,48.99,,,,,
12079,12/18/19 08:00:00 AM,-0.03,48.99,,,,,
12080,12/18/19 08:15:00 AM,-0.03,48.99,,,,,
12081,12/18/19 08:30:00 AM,-0.03,49.03,,,,,
12082,12/18/19 08:45:00 AM,-0.03,49.06,,,,,
12083,12/18/19 09:00:00 AM,-0.03,49.21,,,,,
12084,12/18/19 09:15:00 AM,-0.03,49.32,,,,,
12085,12/18/19 09:30:00 AM,-0.03,49.32,,,,,
12086,12/18/19 09:45:00 AM,-0.03,49.35,,,,,
12087,12/18/19 10:00:00 AM,-0.03,49.35,,,,,
12088,12/18/19 10:15:00 AM,-0.03,49.42,,,,,
12089,12/18/19 10:30:00 AM,-0.03,49.60,,,,,
12090,12/18/19 10:45:00 AM,-0.03,49.82,,,,,
12091,12/18/19 11:00:00 AM,-0.03,49.93,,,,,
12092,12/18/19 11:15:00 AM,-0.03,50.07,,,,,
12093,12/18/19 11:30:00 AM,-0.03,50.25,,,,,
12094,12/18/19 11:45:00 AM,-0.03,50.43,,,,,
12095,12/18/19 12:00:00 PM,-0.03,50.50,,,,,
12096,12/18/19 12:15:00 PM,-0.03,50.50,,,,,
12097,12/18/19 12:30:00 PM,-0.03,50.54,,,,,
12098,12/18/19 12:45:00 PM,-0.03,50.58,,,,,
12099,12/18/19 01:00:00 PM,-0.03,50.65,,,,,
12100,12/18/19 01:15:00 PM,-0.03,50.72,,,,,
12101,12/18/19 01:30:00 PM,-0.03,50.79,,,,,
12102,12/18/19 01:45:00 PM,-0.03,50.86,,,,,
12103,12/18/19 02:00:00 PM,-0.03,50.94,,,,,
12104,12/18/19 02:15:00 PM,-0.03,51.04,,,,,
12105,12/18/19 02:30:00 PM,-0.03,51.12,,,,,
12106,12/18/19 02:45:00 PM,-0.03,51.12,,,,,
12107,12/18/19 03:00:00 PM,-0.03,51.08,,,,,
12108,12/18/19 03:15:00 PM,-0.03,51.01,,,,,
12109,12/18/19 03:30:00 PM,-0.03,50.97,,,,,
12110,12/18/19 03:45:00 PM,-0.03,50.94,,,,,
12111,12/18/19 04:00:00 PM,-0.03,50.90,,,,,
12112,12/18/19 04:15:00 PM,-0.03,50.90,,,,,
12113,12/18/19 04:30:00 PM,-0.03,50.86,,,,,
12114,12/18/19 04:45:00 PM,-0.03,50.79,,,,,
12115,12/18/19 05:00:00 PM,-0.03,50.68,,,,,
12116,12/18/19 05:15:00 PM,-0.03,50.61,,,,,
12117,12/18/19 05:30:00 PM,-0.03,50.50,,,,,
12118,12/18/19 05:45:00 PM,-0.03,50.43,,,,,
12119,12/18/19 06:00:00 PM,-0.03,50.36,,,,,
12120,12/18/19 06:15:00 PM,-0.03,50.29,,,,,
12121,12/18/19 06:30:00 PM,-0.03,50.25,,,,,
12122,12/18/19 06:45:00 PM,-0.03,50.22,,,,,
12123,12/18/19 07:00:00 PM,-0.03,50.18,,,,,
12124,12/18/19 07:15:00 PM,-0.03,50.14,,,,,
12125,12/18/19 07:30:00 PM,-0.03,50.11,,,,,
12126,12/18/19 07:45:00 PM,-0.03,50.07,,,,,
12127,12/18/19 08:00:00 PM,-0.03,50.04,,,,,
12128,12/18/19 08:15:00 PM,-0.03,50.00,,,,,
12129,12/18/19 08:30:00 PM,-0.03,49.96,,,,,
12130,12/18/19 08:45:00 PM,-0.03,49.93,,,,,
12131,12/18/19 09:00:00 PM,-0.03,49.93,,,,,
12132,12/18/19 09:15:00 PM,-0.03,49.89,,,,,
12133,12/18/19 09:30:00 PM,-0.03,49.89,,,,,
12134,12/18/19 09:45:00 PM,-0.03,49.89,,,,,
12135,12/18/19 10:00:00 PM,-0.03,49.89,,,,,
12136,12/18/19 10:15:00 PM,-0.03,49.86,,,,,
12137,12/18/19 10:30:00 PM,-0.03,49.86,,,,,
12138,12/18/19 10:45:00 PM,-0.03,49.86,,,,,
12139,12/18/19 11:00:00 PM,-0.03,49.82,,,,,
12140,12/18/19 11:15:00 PM,-0.03,49.82,,,,,
12141,12/18/19 11:30:00 PM,-0.03,49.82,,,,,
12142,12/18/19 11:45:00 PM,-0.03,49.78,,,,,
12143,12/19/19 12:00:00 AM,-0.03,49.78,,,,,
12144,12/19/19 12:15:00 AM,-0.03,49.78,,,,,
12145,12/19/19 12:30:00 AM,-0.03,49.78,,,,,
12146,12/19/19 12:45:00 AM,-0.03,49.78,,,,,
12147,12/19/19 01:00:00 AM,-0.03,49.78,,,,,
12148,12/19/19 01:15:00 AM,-0.03,49.78,,,,,
12149,12/19/19 01:30:00 AM,-0.03,49.75,,,,,
12150,12/19/19 01:45:00 AM,-0.03,49.78,,,,,
12151,12/19/19 02:00:00 AM,-0.03,49.75,,,,,
12152,12/19/19 02:15:00 AM,-0.03,49.75,,,,,
12153,12/19/19 02:30:00 AM,-0.03,49.75,,,,,
12154,12/19/19 02:45:00 AM,-0.03,49.75,,,,,
12155,12/19/19 03:00:00 AM,-0.03,49.71,,,,,
12156,12/19/19 03:15:00 AM,-0.03,49.71,,,,,
12157,12/19/19 03:30:00 AM,-0.03,49.71,,,,,
12158,12/19/19 03:45:00 AM,-0.03,49.68,,,,,
12159,12/19/19 04:00:00 AM,-0.03,49.68,,,,,
12160,12/19/19 04:15:00 AM,-0.03,49.68,,,,,
12161,12/19/19 04:30:00 AM,-0.03,49.68,,,,,
12162,12/19/19 04:45:00 AM,-0.03,49.64,,,,,
12163,12/19/19 05:00:00 AM,-0.03,49.64,,,,,
12164,12/19/19 05:15:00 AM,-0.03,49.64,,,,,
12165,12/19/19 05:30:00 AM,-0.03,49.60,,,,,
12166,12/19/19 05:45:00 AM,-0.03,49.60,,,,,
12167,12/19/19 06:00:00 AM,-0.03,49.57,,,,,
12168,12/19/19 06:15:00 AM,-0.03,49.57,,,,,
12169,12/19/19 06:30:00 AM,-0.03,49.53,,,,,
12170,12/19/19 06:45:00 AM,-0.03,49.53,,,,,
12171,12/19/19 07:00:00 AM,-0.03,49.50,,,,,
12172,12/19/19 07:15:00 AM,-0.03,49.50,,,,,
12173,12/19/19 07:30:00 AM,-0.03,49.46,,,,,
12174,12/19/19 07:45:00 AM,-0.03,49.42,,,,,
12175,12/19/19 08:00:00 AM,-0.03,49.42,,,,,
12176,12/19/19 08:15:00 AM,-0.03,49.39,,,,,
12177,12/19/19 08:30:00 AM,-0.03,49.39,,,,,
12178,12/19/19 08:45:00 AM,-0.03,49.35,,,,,
12179,12/19/19 09:00:00 AM,-0.03,49.35,,,,,
12180,12/19/19 09:15:00 AM,-0.03,49.35,,,,,
12181,12/19/19 09:30:00 AM,-0.03,49.32,,,,,
12182,12/19/19 09:45:00 AM,-0.03,49.32,,,,,
12183,12/19/19 10:00:00 AM,-0.03,49.32,,,,,
12184,12/19/19 10:15:00 AM,-0.03,49.35,,,,,
12185,12/19/19 10:30:00 AM,-0.03,49.35,,,,,
12186,12/19/19 10:45:00 AM,-0.03,49.35,,,,,
12187,12/19/19 11:00:00 AM,-0.03,49.39,,,,,
12188,12/19/19 11:15:00 AM,-0.03,49.39,,,,,
12189,12/19/19 11:30:00 AM,-0.03,49.39,,,,,
12190,12/19/19 11:45:00 AM,-0.03,49.42,,,,,
12191,12/19/19 12:00:00 PM,-0.03,49.50,,,,,
12192,12/19/19 12:15:00 PM,-0.03,49.57,,,,,
12193,12/19/19 12:30:00 PM,-0.03,49.64,,,,,
12194,12/19/19 12:45:00 PM,-0.03,49.64,,,,,
12195,12/19/19 01:00:00 PM,-0.03,49.71,,,,,
12196,12/19/19 01:15:00 PM,-0.03,49.82,,,,,
12197,12/19/19 01:30:00 PM,-0.03,49.86,,,,,
12198,12/19/19 01:45:00 PM,-0.03,49.86,,,,,
12199,12/19/19 02:00:00 PM,-0.03,49.82,,,,,
12200,12/19/19 02:15:00 PM,-0.03,49.82,,,,,
12201,12/19/19 02:30:00 PM,-0.03,49.86,,,,,
12202,12/19/19 02:45:00 PM,-0.03,49.86,,,,,
12203,12/19/19 03:00:00 PM,-0.03,49.86,,,,,
12204,12/19/19 03:15:00 PM,-0.03,49.82,,,,,
12205,12/19/19 03:30:00 PM,-0.03,49.78,,,,,
12206,12/19/19 03:45:00 PM,-0.03,49.71,,,,,
12207,12/19/19 04:00:00 PM,-0.03,49.64,,,,,
12208,12/19/19 04:15:00 PM,-0.03,49.60,,,,,
12209,12/19/19 04:30:00 PM,-0.03,49.53,,,,,
12210,12/19/19 04:45:00 PM,-0.03,49.46,,,,,
12211,12/19/19 05:00:00 PM,-0.03,49.42,,,,,
12212,12/19/19 05:15:00 PM,-0.03,49.39,,,,,
12213,12/19/19 05:30:00 PM,-0.03,49.39,,,,,
12214,12/19/19 05:45:00 PM,-0.03,49.35,,,,,
12215,12/19/19 06:00:00 PM,-0.03,49.32,,,,,
12216,12/19/19 06:15:00 PM,-0.03,49.32,,,,,
12217,12/19/19 06:30:00 PM,-0.03,49.28,,,,,
12218,12/19/19 06:45:00 PM,-0.03,49.24,,,,,
12219,12/19/19 07:00:00 PM,-0.03,49.24,,,,,
12220,12/19/19 07:15:00 PM,-0.03,49.21,,,,,
12221,12/19/19 07:30:00 PM,-0.03,49.17,,,,,
12222,12/19/19 07:45:00 PM,-0.03,49.14,,,,,
12223,12/19/19 08:00:00 PM,-0.03,49.10,,,,,
12224,12/19/19 08:15:00 PM,-0.03,49.06,,,,,
12225,12/19/19 08:30:00 PM,-0.03,49.06,,,,,
12226,12/19/19 08:45:00 PM,-0.03,49.03,,,,,
12227,12/19/19 09:00:00 PM,-0.03,48.99,,,,,
12228,12/19/19 09:15:00 PM,-0.03,48.96,,,,,
12229,12/19/19 09:30:00 PM,-0.03,48.92,,,,,
12230,12/19/19 09:45:00 PM,-0.03,48.85,,,,,
12231,12/19/19 10:00:00 PM,-0.03,48.81,,,,,
12232,12/19/19 10:15:00 PM,-0.03,48.78,,,,,
12233,12/19/19 10:30:00 PM,-0.03,48.74,,,,,
12234,12/19/19 10:45:00 PM,-0.03,48.70,,,,,
12235,12/19/19 11:00:00 PM,-0.03,48.67,,,,,
12236,12/19/19 11:15:00 PM,-0.03,48.63,,,,,
12237,12/19/19 11:30:00 PM,-0.03,48.60,,,,,
12238,12/19/19 11:45:00 PM,-0.03,48.60,,,,,
12239,12/20/19 12:00:00 AM,-0.03,48.56,,,,,
12240,12/20/19 12:15:00 AM,-0.03,48.56,,,,,
12241,12/20/19 12:30:00 AM,-0.03,48.52,,,,,
12242,12/20/19 12:45:00 AM,-0.03,48.49,,,,,
12243,12/20/19 01:00:00 AM,-0.03,48.49,,,,,
12244,12/20/19 01:15:00 AM,-0.03,48.45,,,,,
12245,12/20/19 01:30:00 AM,-0.03,48.42,,,,,
12246,12/20/19 01:45:00 AM,-0.03,48.38,,,,,
12247,12/20/19 02:00:00 AM,-0.03,48.38,,,,,
12248,12/20/19 02:15:00 AM,-0.03,48.34,,,,,
12249,12/20/19 02:30:00 AM,-0.03,48.31,,,,,
12250,12/20/19 02:45:00 AM,-0.03,48.31,,,,,
12251,12/20/19 03:00:00 AM,-0.03,48.27,,,,,
12252,12/20/19 03:15:00 AM,-0.03,48.27,,,,,
12253,12/20/19 03:30:00 AM,-0.03,48.24,,,,,
12254,12/20/19 03:45:00 AM,-0.03,48.20,,,,,
12255,12/20/19 04:00:00 AM,-0.03,48.16,,,,,
12256,12/20/19 04:15:00 AM,-0.03,48.13,,,,,
12257,12/20/19 04:30:00 AM,-0.03,48.13,,,,,
12258,12/20/19 04:45:00 AM,-0.03,48.06,,,,,
12259,12/20/19 05:00:00 AM,-0.03,48.02,,,,,
12260,12/20/19 05:15:00 AM,-0.03,48.02,,,,,
12261,12/20/19 05:30:00 AM,-0.03,47.98,,,,,
12262,12/20/19 05:45:00 AM,-0.03,47.95,,,,,
12263,12/20/19 06:00:00 AM,-0.03,47.95,,,,,
12264,12/20/19 06:15:00 AM,-0.03,47.91,,,,,
12265,12/20/19 06:30:00 AM,-0.03,47.88,,,,,
12266,12/20/19 06:45:00 AM,-0.03,47.88,,,,,
12267,12/20/19 07:00:00 AM,-0.03,47.84,,,,,
12268,12/20/19 07:15:00 AM,-0.03,47.80,,,,,
12269,12/20/19 07:30:00 AM,-0.03,47.77,,,,,
12270,12/20/19 07:45:00 AM,-0.03,47.77,,,,,
12271,12/20/19 08:00:00 AM,-0.03,47.73,,,,,
12272,12/20/19 08:15:00 AM,-0.03,47.70,,,,,
12273,12/20/19 08:30:00 AM,-0.03,47.70,,,,,
12274,12/20/19 08:45:00 AM,-0.03,47.70,,,,,
12275,12/20/19 09:00:00 AM,-0.03,47.66,,,,,
12276,12/20/19 09:15:00 AM,-0.03,47.66,,,,,
12277,12/20/19 09:30:00 AM,-0.03,47.66,,,,,
12278,12/20/19 09:45:00 AM,-0.03,47.66,,,,,
12279,12/20/19 10:00:00 AM,-0.03,47.66,,,,,
12280,12/20/19 10:15:00 AM,-0.03,47.70,,,,,
12281,12/20/19 10:30:00 AM,-0.03,47.70,,,,,
12282,12/20/19 10:45:00 AM,-0.03,47.73,,,,,
12283,12/20/19 11:00:00 AM,-0.03,47.77,,,,,
12284,12/20/19 11:15:00 AM,-0.03,47.77,,,,,
12285,12/20/19 11:30:00 AM,-0.03,47.84,,,,,
12286,12/20/19 11:45:00 AM,-0.03,47.88,,,,,
12287,12/20/19 12:00:00 PM,-0.03,47.88,,,,,
12288,12/20/19 12:15:00 PM,-0.03,47.91,,,,,
12289,12/20/19 12:30:00 PM,-0.03,47.95,,,,,
12290,12/20/19 12:45:00 PM,-0.03,47.98,,,,,
12291,12/20/19 01:00:00 PM,-0.03,48.06,,,,,
12292,12/20/19 01:15:00 PM,-0.03,48.09,,,,,
12293,12/20/19 01:30:00 PM,-0.03,48.16,,,,,
12294,12/20/19 01:45:00 PM,-0.03,48.24,,,,,
12295,12/20/19 02:00:00 PM,-0.03,48.31,,,,,
12296,12/20/19 02:15:00 PM,-0.03,48.31,,,,,
12297,12/20/19 02:30:00 PM,-0.03,48.31,,,,,
12298,12/20/19 02:45:00 PM,-0.03,48.31,,,,,
12299,12/20/19 03:00:00 PM,-0.03,48.31,,,,,
12300,12/20/19 03:15:00 PM,-0.03,48.31,,,,,
12301,12/20/19 03:30:00 PM,-0.03,48.27,,,,,
12302,12/20/19 03:45:00 PM,-0.03,48.31,,,,,
12303,12/20/19 04:00:00 PM,-0.03,48.31,,,,,
12304,12/20/19 04:15:00 PM,-0.03,48.31,,,,,
12305,12/20/19 04:30:00 PM,-0.03,48.31,,,,,
12306,12/20/19 04:45:00 PM,-0.03,48.27,,,,,
12307,12/20/19 05:00:00 PM,-0.03,48.27,,,,,
12308,12/20/19 05:15:00 PM,-0.03,48.24,,,,,
12309,12/20/19 05:30:00 PM,-0.03,48.24,,,,,
12310,12/20/19 05:45:00 PM,-0.03,48.16,,,,,
12311,12/20/19 06:00:00 PM,-0.03,48.06,,,,,
12312,12/20/19 06:15:00 PM,-0.03,47.95,,,,,
12313,12/20/19 06:30:00 PM,-0.03,47.88,,,,,
12314,12/20/19 06:45:00 PM,-0.02,47.80,,,,,
12315,12/20/19 07:00:00 PM,0.05,47.73,,,,,
12316,12/20/19 07:15:00 PM,-0.02,47.66,,,,,
12317,12/20/19 07:30:00 PM,-0.02,47.59,,,,,
12318,12/20/19 07:45:00 PM,-0.01,47.52,,,,,
12319,12/20/19 08:00:00 PM,0.00,47.41,,,,,
12320,12/20/19 08:15:00 PM,0.01,47.34,,,,,
12321,12/20/19 08:30:00 PM,0.08,47.23,,,,,
12322,12/20/19 08:45:00 PM,0.04,47.16,,,,,
12323,12/20/19 09:00:00 PM,0.03,47.08,,,,,
12324,12/20/19 09:15:00 PM,0.11,47.01,,,,,
12325,12/20/19 09:30:00 PM,0.20,46.90,,,,,
12326,12/20/19 09:45:00 PM,0.34,46.80,,,,,
12327,12/20/19 10:00:00 PM,0.48,46.72,,,,,
12328,12/20/19 10:15:00 PM,0.60,46.62,,,,,
12329,12/20/19 10:30:00 PM,0.72,46.54,,,,,
12330,12/20/19 10:45:00 PM,0.96,46.44,,,,,
12331,12/20/19 11:00:00 PM,1.06,46.33,,,,,
12332,12/20/19 11:15:00 PM,1.09,46.26,,,,,
12333,12/20/19 11:30:00 PM,1.25,46.22,,,,,
12334,12/20/19 11:45:00 PM,1.27,46.15,,,,,
