"Plot Title: DO_3"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20645538, SEN S/N: 20645538)","Temp, °F (LGR S/N: 20645538, SEN S/N: 20645538)","Coupler Attached (LGR S/N: 20645538)","Host Connected (LGR S/N: 20645538)","Coupler Detached (LGR S/N: 20645538)","End Of File (LGR S/N: 20645538)"
1410,07/27/19 06:15:00 AM,7.67,41.36,,,,
1411,07/27/19 06:30:00 AM,7.68,41.29,,,,
1412,07/27/19 06:45:00 AM,7.66,41.25,,,,
1413,07/27/19 07:00:00 AM,7.66,41.18,,,,
1414,07/27/19 07:15:00 AM,7.70,41.14,,,,
1415,07/27/19 07:30:00 AM,7.69,41.11,,,,
1416,07/27/19 07:45:00 AM,7.69,41.11,,,,
1417,07/27/19 08:00:00 AM,7.67,41.14,,,,
1418,07/27/19 08:15:00 AM,7.66,41.18,,,,
1419,07/27/19 08:30:00 AM,7.67,41.18,,,,
1420,07/27/19 08:45:00 AM,7.67,41.29,,,,
1421,07/27/19 09:00:00 AM,7.67,41.40,,,,
1422,07/27/19 09:15:00 AM,7.66,41.50,,,,
1423,07/27/19 09:30:00 AM,7.65,41.65,,,,
1424,07/27/19 09:45:00 AM,7.65,41.83,,,,
1425,07/27/19 10:00:00 AM,7.60,42.04,,,,
1426,07/27/19 10:15:00 AM,7.60,42.22,,,,
1427,07/27/19 10:30:00 AM,7.58,42.40,,,,
1428,07/27/19 10:45:00 AM,7.58,42.55,,,,
1429,07/27/19 11:00:00 AM,7.53,42.84,,,,
1430,07/27/19 11:15:00 AM,7.47,43.34,,,,
1431,07/27/19 11:30:00 AM,7.40,43.84,,,,
1432,07/27/19 11:45:00 AM,7.35,44.24,,,,
1433,07/27/19 12:00:00 PM,7.31,44.49,,,,
1434,07/27/19 12:15:00 PM,7.22,44.74,,,,
1435,07/27/19 12:30:00 PM,7.18,44.96,,,,
1436,07/27/19 12:45:00 PM,7.22,45.07,,,,
1437,07/27/19 01:00:00 PM,7.24,45.25,,,,
1438,07/27/19 01:15:00 PM,7.20,45.46,,,,
1439,07/27/19 01:30:00 PM,7.19,45.50,,,,
1440,07/27/19 01:45:00 PM,7.17,45.54,,,,
1441,07/27/19 02:00:00 PM,7.16,45.86,,,,
1442,07/27/19 02:15:00 PM,7.09,46.26,,,,
1443,07/27/19 02:30:00 PM,7.01,46.69,,,,
1444,07/27/19 02:45:00 PM,6.95,47.23,,,,
1445,07/27/19 03:00:00 PM,6.88,47.77,,,,
1446,07/27/19 03:15:00 PM,6.85,48.02,,,,
1447,07/27/19 03:30:00 PM,6.84,48.09,,,,
1448,07/27/19 03:45:00 PM,6.86,48.06,,,,
1449,07/27/19 04:00:00 PM,6.86,48.02,,,,
1450,07/27/19 04:15:00 PM,6.87,48.02,,,,
1451,07/27/19 04:30:00 PM,6.86,48.02,,,,
1452,07/27/19 04:45:00 PM,6.85,48.02,,,,
1453,07/27/19 05:00:00 PM,6.86,47.98,,,,
1454,07/27/19 05:15:00 PM,6.85,48.02,,,,
1455,07/27/19 05:30:00 PM,6.85,48.02,,,,
1456,07/27/19 05:45:00 PM,6.83,47.95,,,,
1457,07/27/19 06:00:00 PM,6.86,47.80,,,,
1458,07/27/19 06:15:00 PM,6.89,47.59,,,,
1459,07/27/19 06:30:00 PM,6.93,47.30,,,,
1460,07/27/19 06:45:00 PM,6.96,47.05,,,,
1461,07/27/19 07:00:00 PM,7.00,46.76,,,,
1462,07/27/19 07:15:00 PM,7.05,46.51,,,,
1463,07/27/19 07:30:00 PM,7.08,46.29,,,,
1464,07/27/19 07:45:00 PM,7.12,46.08,,,,
1465,07/27/19 08:00:00 PM,7.16,45.82,,,,
1466,07/27/19 08:15:00 PM,7.18,45.61,,,,
1467,07/27/19 08:30:00 PM,7.22,45.43,,,,
1468,07/27/19 08:45:00 PM,7.23,45.25,,,,
1469,07/27/19 09:00:00 PM,7.25,45.07,,,,
1470,07/27/19 09:15:00 PM,7.29,44.89,,,,
1471,07/27/19 09:30:00 PM,7.28,44.71,,,,
1472,07/27/19 09:45:00 PM,7.32,44.53,,,,
1473,07/27/19 10:00:00 PM,7.34,44.35,,,,
1474,07/27/19 10:15:00 PM,7.34,44.20,,,,
1475,07/27/19 10:30:00 PM,7.38,44.02,,,,
1476,07/27/19 10:45:00 PM,7.39,43.88,,,,
1477,07/27/19 11:00:00 PM,7.40,43.74,,,,
1478,07/27/19 11:15:00 PM,7.41,43.63,,,,
1479,07/27/19 11:30:00 PM,7.42,43.48,,,,
1480,07/27/19 11:45:00 PM,7.47,43.38,,,,
1481,07/28/19 12:00:00 AM,7.46,43.27,,,,
1482,07/28/19 12:15:00 AM,7.47,43.20,,,,
1483,07/28/19 12:30:00 AM,7.45,43.09,,,,
1484,07/28/19 12:45:00 AM,7.47,43.02,,,,
1485,07/28/19 01:00:00 AM,7.48,42.94,,,,
1486,07/28/19 01:15:00 AM,7.49,42.87,,,,
1487,07/28/19 01:30:00 AM,7.51,42.76,,,,
1488,07/28/19 01:45:00 AM,7.49,42.69,,,,
1489,07/28/19 02:00:00 AM,7.51,42.62,,,,
1490,07/28/19 02:15:00 AM,7.51,42.51,,,,
1491,07/28/19 02:30:00 AM,7.53,42.44,,,,
1492,07/28/19 02:45:00 AM,7.53,42.33,,,,
1493,07/28/19 03:00:00 AM,7.55,42.22,,,,
1494,07/28/19 03:15:00 AM,7.57,42.12,,,,
1495,07/28/19 03:30:00 AM,7.56,42.01,,,,
1496,07/28/19 03:45:00 AM,7.58,41.90,,,,
1497,07/28/19 04:00:00 AM,7.60,41.83,,,,
1498,07/28/19 04:15:00 AM,7.58,41.76,,,,
1499,07/28/19 04:30:00 AM,7.60,41.68,,,,
1500,07/28/19 04:45:00 AM,7.60,41.61,,,,
1501,07/28/19 05:00:00 AM,7.60,41.54,,,,
1502,07/28/19 05:15:00 AM,7.60,41.50,,,,
1503,07/28/19 05:30:00 AM,7.62,41.43,,,,
1504,07/28/19 05:45:00 AM,7.62,41.40,,,,
1505,07/28/19 06:00:00 AM,7.61,41.32,,,,
1506,07/28/19 06:15:00 AM,7.63,41.29,,,,
1507,07/28/19 06:30:00 AM,7.64,41.22,,,,
1508,07/28/19 06:45:00 AM,7.64,41.18,,,,
1509,07/28/19 07:00:00 AM,7.65,41.11,,,,
1510,07/28/19 07:15:00 AM,7.65,41.07,,,,
1511,07/28/19 07:30:00 AM,7.64,41.07,,,,
1512,07/28/19 07:45:00 AM,7.64,41.07,,,,
1513,07/28/19 08:00:00 AM,7.64,41.11,,,,
1514,07/28/19 08:15:00 AM,7.65,41.18,,,,
1515,07/28/19 08:30:00 AM,7.62,41.22,,,,
1516,07/28/19 08:45:00 AM,7.61,41.29,,,,
1517,07/28/19 09:00:00 AM,7.59,41.43,,,,
1518,07/28/19 09:15:00 AM,7.55,41.61,,,,
1519,07/28/19 09:30:00 AM,7.52,41.76,,,,
1520,07/28/19 09:45:00 AM,7.49,41.94,,,,
1521,07/28/19 10:00:00 AM,7.45,42.19,,,,
1522,07/28/19 10:15:00 AM,7.41,42.44,,,,
1523,07/28/19 10:30:00 AM,7.36,42.73,,,,
1524,07/28/19 10:45:00 AM,7.32,42.94,,,,
1525,07/28/19 11:00:00 AM,7.28,43.27,,,,
1526,07/28/19 11:15:00 AM,7.22,43.70,,,,
1527,07/28/19 11:30:00 AM,7.16,44.31,,,,
1528,07/28/19 11:45:00 AM,7.08,44.96,,,,
1529,07/28/19 12:00:00 PM,6.99,45.64,,,,
1530,07/28/19 12:15:00 PM,6.88,46.47,,,,
1531,07/28/19 12:30:00 PM,6.81,47.12,,,,
1532,07/28/19 12:45:00 PM,6.71,47.59,,,,
1533,07/28/19 01:00:00 PM,6.71,48.09,,,,
1534,07/28/19 01:15:00 PM,6.66,48.67,,,,
1535,07/28/19 01:30:00 PM,6.63,49.14,,,,
1536,07/28/19 01:45:00 PM,6.63,49.60,,,,
1537,07/28/19 02:00:00 PM,6.55,50.04,,,,
1538,07/28/19 02:15:00 PM,6.47,50.32,,,,
1539,07/28/19 02:30:00 PM,6.52,50.65,,,,
1540,07/28/19 02:45:00 PM,6.36,50.94,,,,
1541,07/28/19 03:00:00 PM,6.40,51.30,,,,
1542,07/28/19 03:15:00 PM,6.29,51.76,,,,
1543,07/28/19 03:30:00 PM,6.32,52.20,,,,
1544,07/28/19 03:45:00 PM,6.31,52.34,,,,
1545,07/28/19 04:00:00 PM,6.25,52.27,,,,
1546,07/28/19 04:15:00 PM,6.36,52.05,,,,
1547,07/28/19 04:30:00 PM,6.34,51.84,,,,
1548,07/28/19 04:45:00 PM,6.42,51.51,,,,
1549,07/28/19 05:00:00 PM,6.46,51.19,,,,
1550,07/28/19 05:15:00 PM,6.44,50.79,,,,
1551,07/28/19 05:30:00 PM,6.58,50.40,,,,
1552,07/28/19 05:45:00 PM,6.64,50.00,,,,
1553,07/28/19 06:00:00 PM,6.75,49.60,,,,
1554,07/28/19 06:15:00 PM,6.80,49.21,,,,
1555,07/28/19 06:30:00 PM,6.84,48.78,,,,
1556,07/28/19 06:45:00 PM,6.88,48.34,,,,
1557,07/28/19 07:00:00 PM,6.94,47.95,,,,
1558,07/28/19 07:15:00 PM,6.96,47.59,,,,
1559,07/28/19 07:30:00 PM,7.06,47.26,,,,
1560,07/28/19 07:45:00 PM,7.10,47.01,,,,
1561,07/28/19 08:00:00 PM,7.10,46.72,,,,
1562,07/28/19 08:15:00 PM,7.13,46.51,,,,
1563,07/28/19 08:30:00 PM,7.16,46.26,,,,
1564,07/28/19 08:45:00 PM,7.14,46.00,,,,
1565,07/28/19 09:00:00 PM,7.17,45.82,,,,
1566,07/28/19 09:15:00 PM,7.21,45.61,,,,
1567,07/28/19 09:30:00 PM,7.25,45.43,,,,
1568,07/28/19 09:45:00 PM,7.25,45.28,,,,
1569,07/28/19 10:00:00 PM,7.25,45.10,,,,
1570,07/28/19 10:15:00 PM,7.24,44.96,,,,
1571,07/28/19 10:30:00 PM,7.30,44.82,,,,
1572,07/28/19 10:45:00 PM,7.30,44.71,,,,
1573,07/28/19 11:00:00 PM,7.30,44.64,,,,
1574,07/28/19 11:15:00 PM,7.34,44.49,,,,
1575,07/28/19 11:30:00 PM,7.33,44.38,,,,
1576,07/28/19 11:45:00 PM,7.30,44.28,,,,
1577,07/29/19 12:00:00 AM,7.33,44.17,,,,
1578,07/29/19 12:15:00 AM,7.31,44.02,,,,
1579,07/29/19 12:30:00 AM,7.33,43.88,,,,
1580,07/29/19 12:45:00 AM,7.35,43.66,,,,
1581,07/29/19 01:00:00 AM,7.38,43.48,,,,
1582,07/29/19 01:15:00 AM,7.42,43.30,,,,
1583,07/29/19 01:30:00 AM,7.41,43.20,,,,
1584,07/29/19 01:45:00 AM,7.45,43.09,,,,
1585,07/29/19 02:00:00 AM,7.46,42.98,,,,
1586,07/29/19 02:15:00 AM,7.46,42.91,,,,
1587,07/29/19 02:30:00 AM,7.48,42.76,,,,
1588,07/29/19 02:45:00 AM,7.52,42.62,,,,
1589,07/29/19 03:00:00 AM,7.54,42.48,,,,
1590,07/29/19 03:15:00 AM,7.55,42.37,,,,
1591,07/29/19 03:30:00 AM,7.56,42.30,,,,
1592,07/29/19 03:45:00 AM,7.58,42.19,,,,
1593,07/29/19 04:00:00 AM,7.58,42.12,,,,
1594,07/29/19 04:15:00 AM,7.60,42.04,,,,
1595,07/29/19 04:30:00 AM,7.62,41.94,,,,
1596,07/29/19 04:45:00 AM,7.63,41.83,,,,
1597,07/29/19 05:00:00 AM,7.64,41.72,,,,
1598,07/29/19 05:15:00 AM,7.65,41.65,,,,
1599,07/29/19 05:30:00 AM,7.67,41.54,,,,
1600,07/29/19 05:45:00 AM,7.69,41.43,,,,
1601,07/29/19 06:00:00 AM,7.68,41.32,,,,
1602,07/29/19 06:15:00 AM,7.69,41.18,,,,
1603,07/29/19 06:30:00 AM,7.70,41.07,,,,
1604,07/29/19 06:45:00 AM,7.74,40.93,,,,
1605,07/29/19 07:00:00 AM,7.79,40.78,,,,
1606,07/29/19 07:15:00 AM,7.78,40.64,,,,
1607,07/29/19 07:30:00 AM,7.80,40.50,,,,
1608,07/29/19 07:45:00 AM,7.82,40.42,,,,
1609,07/29/19 08:00:00 AM,7.79,40.42,,,,
1610,07/29/19 08:15:00 AM,7.81,40.42,,,,
1611,07/29/19 08:30:00 AM,7.80,40.53,,,,
1612,07/29/19 08:45:00 AM,7.74,40.82,,,,
1613,07/29/19 09:00:00 AM,7.65,41.32,,,,
1614,07/29/19 09:15:00 AM,7.50,41.97,,,,
1615,07/29/19 09:30:00 AM,7.38,42.69,,,,
1616,07/29/19 09:45:00 AM,7.20,43.48,,,,
1617,07/29/19 10:00:00 AM,7.13,44.35,,,,
1618,07/29/19 10:15:00 AM,7.05,45.28,,,,
1619,07/29/19 10:30:00 AM,7.01,46.33,,,,
1620,07/29/19 10:45:00 AM,6.96,47.37,,,,
1621,07/29/19 11:00:00 AM,6.89,48.49,,,,
1622,07/29/19 11:15:00 AM,6.80,49.60,,,,
1623,07/29/19 11:30:00 AM,6.70,50.72,,,,
1624,07/29/19 11:45:00 AM,6.65,51.87,,,,
1625,07/29/19 12:00:00 PM,6.50,53.02,,,,
1626,07/29/19 12:15:00 PM,6.46,54.10,,,,
1627,07/29/19 12:30:00 PM,6.38,55.15,,,,
1628,07/29/19 12:45:00 PM,6.32,56.01,,,,
1629,07/29/19 01:00:00 PM,6.28,56.73,,,,
1630,07/29/19 01:15:00 PM,6.21,57.27,,,,
1631,07/29/19 01:21:24 PM,,,Logged,,,
1632,07/29/19 01:21:30 PM,,,,Logged,,
1633,07/29/19 01:21:45 PM,,,,,Logged,
1634,07/29/19 01:30:00 PM,6.70,54.50,,,,
1635,07/29/19 01:45:00 PM,6.22,57.70,,,,
1636,07/29/19 02:00:00 PM,6.24,57.52,,,,
1637,07/29/19 02:15:00 PM,6.25,57.16,,,,
1638,07/29/19 02:30:00 PM,6.30,56.55,,,,
1639,07/29/19 02:45:00 PM,6.35,55.94,,,,
1640,07/29/19 03:00:00 PM,6.39,55.40,,,,
1641,07/29/19 03:15:00 PM,6.42,54.86,,,,
1642,07/29/19 03:30:00 PM,6.47,54.54,,,,
1643,07/29/19 03:45:00 PM,6.51,54.07,,,,
1644,07/29/19 04:00:00 PM,6.56,53.64,,,,
1645,07/29/19 04:15:00 PM,6.56,53.60,,,,
1646,07/29/19 04:30:00 PM,6.56,53.53,,,,
1647,07/29/19 04:45:00 PM,6.58,53.17,,,,
1648,07/29/19 05:00:00 PM,6.61,52.92,,,,
1649,07/29/19 05:15:00 PM,6.64,52.56,,,,
1650,07/29/19 05:30:00 PM,6.66,52.16,,,,
1651,07/29/19 05:45:00 PM,6.70,51.73,,,,
1652,07/29/19 06:00:00 PM,6.74,51.33,,,,
1653,07/29/19 06:15:00 PM,6.80,50.90,,,,
1654,07/29/19 06:30:00 PM,6.83,50.54,,,,
1655,07/29/19 06:45:00 PM,6.85,50.22,,,,
1656,07/29/19 07:00:00 PM,6.89,49.86,,,,
1657,07/29/19 07:15:00 PM,6.92,49.57,,,,
1658,07/29/19 07:30:00 PM,6.94,49.28,,,,
1659,07/29/19 07:45:00 PM,6.97,49.03,,,,
1660,07/29/19 08:00:00 PM,6.98,48.81,,,,
1661,07/29/19 08:15:00 PM,7.00,48.60,,,,
1662,07/29/19 08:30:00 PM,7.02,48.31,,,,
1663,07/29/19 08:45:00 PM,7.06,47.98,,,,
1664,07/29/19 09:00:00 PM,7.10,47.59,,,,
1665,07/29/19 09:15:00 PM,7.15,47.23,,,,
1666,07/29/19 09:30:00 PM,7.17,46.87,,,,
1667,07/29/19 09:45:00 PM,7.20,46.54,,,,
1668,07/29/19 10:00:00 PM,7.23,46.26,,,,
1669,07/29/19 10:15:00 PM,7.26,45.97,,,,
1670,07/29/19 10:30:00 PM,7.29,45.72,,,,
1671,07/29/19 10:45:00 PM,7.31,45.43,,,,
1672,07/29/19 11:00:00 PM,7.34,45.18,,,,
1673,07/29/19 11:15:00 PM,7.35,44.96,,,,
1674,07/29/19 11:30:00 PM,7.37,44.71,,,,
1675,07/29/19 11:45:00 PM,7.40,44.46,,,,
1676,07/30/19 12:00:00 AM,7.42,44.20,,,,
1677,07/30/19 12:15:00 AM,7.46,44.02,,,,
1678,07/30/19 12:30:00 AM,7.47,43.81,,,,
1679,07/30/19 12:45:00 AM,7.49,43.63,,,,
1680,07/30/19 01:00:00 AM,7.50,43.45,,,,
1681,07/30/19 01:15:00 AM,7.51,43.30,,,,
1682,07/30/19 01:30:00 AM,7.54,43.16,,,,
1683,07/30/19 01:45:00 AM,7.55,43.02,,,,
1684,07/30/19 02:00:00 AM,7.56,42.87,,,,
1685,07/30/19 02:15:00 AM,7.57,42.76,,,,
1686,07/30/19 02:30:00 AM,7.58,42.62,,,,
1687,07/30/19 02:45:00 AM,7.59,42.48,,,,
1688,07/30/19 03:00:00 AM,7.61,42.33,,,,
1689,07/30/19 03:15:00 AM,7.62,42.19,,,,
1690,07/30/19 03:30:00 AM,7.64,42.04,,,,
1691,07/30/19 03:45:00 AM,7.66,41.90,,,,
1692,07/30/19 04:00:00 AM,7.67,41.76,,,,
1693,07/30/19 04:15:00 AM,7.68,41.65,,,,
1694,07/30/19 04:30:00 AM,7.69,41.50,,,,
1695,07/30/19 04:45:00 AM,7.70,41.40,,,,
1696,07/30/19 05:00:00 AM,7.72,41.29,,,,
1697,07/30/19 05:15:00 AM,7.73,41.18,,,,
1698,07/30/19 05:30:00 AM,7.74,41.11,,,,
1699,07/30/19 05:45:00 AM,7.74,41.04,,,,
1700,07/30/19 06:00:00 AM,7.75,41.00,,,,
1701,07/30/19 06:15:00 AM,7.76,40.89,,,,
1702,07/30/19 06:30:00 AM,7.78,40.82,,,,
1703,07/30/19 06:45:00 AM,7.78,40.78,,,,
1704,07/30/19 07:00:00 AM,7.79,40.75,,,,
1705,07/30/19 07:15:00 AM,7.80,40.75,,,,
1706,07/30/19 07:30:00 AM,7.80,40.78,,,,
1707,07/30/19 07:45:00 AM,7.79,40.86,,,,
1708,07/30/19 08:00:00 AM,7.79,40.96,,,,
1709,07/30/19 08:15:00 AM,7.78,41.07,,,,
1710,07/30/19 08:30:00 AM,7.76,41.22,,,,
1711,07/30/19 08:45:00 AM,7.74,41.36,,,,
1712,07/30/19 09:00:00 AM,7.73,41.54,,,,
1713,07/30/19 09:15:00 AM,7.71,41.76,,,,
1714,07/30/19 09:30:00 AM,7.68,42.04,,,,
1715,07/30/19 09:45:00 AM,7.65,42.33,,,,
1716,07/30/19 10:00:00 AM,7.61,42.73,,,,
1717,07/30/19 10:15:00 AM,7.56,43.23,,,,
1718,07/30/19 10:30:00 AM,7.51,43.81,,,,
1719,07/30/19 10:45:00 AM,7.42,44.46,,,,
1720,07/30/19 11:00:00 AM,7.37,45.00,,,,
1721,07/30/19 11:15:00 AM,7.30,45.61,,,,
1722,07/30/19 11:30:00 AM,7.26,46.08,,,,
1723,07/30/19 11:45:00 AM,7.21,46.58,,,,
1724,07/30/19 12:00:00 PM,7.16,47.12,,,,
1725,07/30/19 12:15:00 PM,7.10,47.66,,,,
1726,07/30/19 12:30:00 PM,7.03,48.38,,,,
1727,07/30/19 12:45:00 PM,6.95,49.14,,,,
1728,07/30/19 01:00:00 PM,6.88,49.71,,,,
1729,07/30/19 01:15:00 PM,6.85,49.96,,,,
1730,07/30/19 01:30:00 PM,6.84,49.96,,,,
1731,07/30/19 01:45:00 PM,6.83,50.04,,,,
1732,07/30/19 02:00:00 PM,6.83,49.96,,,,
1733,07/30/19 02:15:00 PM,6.85,49.75,,,,
1734,07/30/19 02:30:00 PM,6.87,49.46,,,,
1735,07/30/19 02:45:00 PM,6.89,49.21,,,,
1736,07/30/19 03:00:00 PM,6.92,48.96,,,,
1737,07/30/19 03:15:00 PM,6.94,48.67,,,,
1738,07/30/19 03:30:00 PM,6.97,48.42,,,,
1739,07/30/19 03:45:00 PM,6.99,48.16,,,,
1740,07/30/19 04:00:00 PM,7.03,47.91,,,,
1741,07/30/19 04:15:00 PM,7.05,47.66,,,,
1742,07/30/19 04:30:00 PM,7.07,47.44,,,,
1743,07/30/19 04:45:00 PM,7.09,47.23,,,,
1744,07/30/19 05:00:00 PM,7.13,46.98,,,,
1745,07/30/19 05:15:00 PM,7.15,46.72,,,,
1746,07/30/19 05:30:00 PM,7.18,46.47,,,,
1747,07/30/19 05:45:00 PM,7.20,46.26,,,,
1748,07/30/19 06:00:00 PM,7.22,46.04,,,,
1749,07/30/19 06:15:00 PM,7.24,45.82,,,,
1750,07/30/19 06:30:00 PM,7.26,45.61,,,,
1751,07/30/19 06:45:00 PM,7.28,45.39,,,,
1752,07/30/19 07:00:00 PM,7.31,45.14,,,,
1753,07/30/19 07:15:00 PM,7.33,44.92,,,,
1754,07/30/19 07:30:00 PM,7.36,44.71,,,,
1755,07/30/19 07:45:00 PM,7.37,44.53,,,,
1756,07/30/19 08:00:00 PM,7.39,44.35,,,,
1757,07/30/19 08:15:00 PM,7.40,44.17,,,,
1758,07/30/19 08:30:00 PM,7.42,44.02,,,,
1759,07/30/19 08:45:00 PM,7.43,43.88,,,,
1760,07/30/19 09:00:00 PM,7.45,43.74,,,,
1761,07/30/19 09:15:00 PM,7.46,43.63,,,,
1762,07/30/19 09:30:00 PM,7.47,43.52,,,,
1763,07/30/19 09:45:00 PM,7.48,43.41,,,,
1764,07/30/19 10:00:00 PM,7.50,43.30,,,,
1765,07/30/19 10:15:00 PM,7.51,43.23,,,,
1766,07/30/19 10:30:00 PM,7.52,43.12,,,,
1767,07/30/19 10:45:00 PM,7.53,43.05,,,,
1768,07/30/19 11:00:00 PM,7.53,42.98,,,,
1769,07/30/19 11:15:00 PM,7.53,42.91,,,,
1770,07/30/19 11:30:00 PM,7.54,42.84,,,,
1771,07/30/19 11:45:00 PM,7.55,42.80,,,,
1772,07/31/19 12:00:00 AM,7.56,42.76,,,,
1773,07/31/19 12:15:00 AM,7.55,42.73,,,,
1774,07/31/19 12:30:00 AM,7.56,42.69,,,,
1775,07/31/19 12:45:00 AM,7.56,42.66,,,,
1776,07/31/19 01:00:00 AM,7.56,42.58,,,,
1777,07/31/19 01:15:00 AM,7.56,42.58,,,,
1778,07/31/19 01:30:00 AM,7.56,42.55,,,,
1779,07/31/19 01:45:00 AM,7.56,42.48,,,,
1780,07/31/19 02:00:00 AM,7.56,42.44,,,,
1781,07/31/19 02:15:00 AM,7.56,42.40,,,,
1782,07/31/19 02:30:00 AM,7.56,42.33,,,,
1783,07/31/19 02:45:00 AM,7.57,42.30,,,,
1784,07/31/19 03:00:00 AM,7.56,42.22,,,,
1785,07/31/19 03:15:00 AM,7.58,42.04,,,,
1786,07/31/19 03:30:00 AM,7.61,41.86,,,,
1787,07/31/19 03:45:00 AM,7.66,41.58,,,,
1788,07/31/19 04:00:00 AM,7.68,41.25,,,,
1789,07/31/19 04:15:00 AM,7.76,40.64,,,,
1790,07/31/19 04:30:00 AM,7.85,39.99,,,,
1791,07/31/19 04:45:00 AM,7.95,39.31,,,,
1792,07/31/19 05:00:00 AM,8.00,39.02,,,,
1793,07/31/19 05:15:00 AM,8.01,38.98,,,,
1794,07/31/19 05:30:00 AM,8.00,39.06,,,,
1795,07/31/19 05:45:00 AM,8.00,39.16,,,,
1796,07/31/19 06:00:00 AM,7.98,39.20,,,,
1797,07/31/19 06:15:00 AM,7.99,39.20,,,,
1798,07/31/19 06:30:00 AM,7.99,39.20,,,,
1799,07/31/19 06:45:00 AM,7.99,39.24,,,,
1800,07/31/19 07:00:00 AM,7.97,39.27,,,,
1801,07/31/19 07:15:00 AM,7.97,39.31,,,,
1802,07/31/19 07:30:00 AM,7.97,39.31,,,,
1803,07/31/19 07:45:00 AM,8.01,39.16,,,,
1804,07/31/19 08:00:00 AM,8.03,39.02,,,,
1805,07/31/19 08:15:00 AM,8.03,38.95,,,,
1806,07/31/19 08:30:00 AM,8.02,38.98,,,,
1807,07/31/19 08:45:00 AM,8.04,38.98,,,,
1808,07/31/19 09:00:00 AM,8.04,38.84,,,,
1809,07/31/19 09:15:00 AM,8.03,38.95,,,,
1810,07/31/19 09:30:00 AM,8.01,39.16,,,,
1811,07/31/19 09:45:00 AM,7.95,39.34,,,,
1812,07/31/19 10:00:00 AM,7.96,39.42,,,,
1813,07/31/19 10:15:00 AM,7.97,39.56,,,,
1814,07/31/19 10:30:00 AM,7.97,39.70,,,,
1815,07/31/19 10:45:00 AM,7.95,39.85,,,,
1816,07/31/19 11:00:00 AM,7.98,40.03,,,,
1817,07/31/19 11:15:00 AM,7.96,40.21,,,,
1818,07/31/19 11:30:00 AM,7.93,40.46,,,,
1819,07/31/19 11:45:00 AM,7.89,40.75,,,,
1820,07/31/19 12:00:00 PM,7.87,41.04,,,,
1821,07/31/19 12:15:00 PM,7.86,41.36,,,,
1822,07/31/19 12:30:00 PM,7.88,41.58,,,,
1823,07/31/19 12:45:00 PM,7.84,41.72,,,,
1824,07/31/19 01:00:00 PM,7.86,41.79,,,,
1825,07/31/19 01:15:00 PM,7.79,41.86,,,,
1826,07/31/19 01:30:00 PM,7.78,42.01,,,,
1827,07/31/19 01:45:00 PM,7.75,42.04,,,,
1828,07/31/19 02:00:00 PM,7.76,42.12,,,,
1829,07/31/19 02:15:00 PM,7.74,42.48,,,,
1830,07/31/19 02:30:00 PM,7.63,43.20,,,,
1831,07/31/19 02:45:00 PM,7.59,43.81,,,,
1832,07/31/19 03:00:00 PM,7.52,44.35,,,,
1833,07/31/19 03:15:00 PM,7.45,44.89,,,,
1834,07/31/19 03:30:00 PM,7.38,45.25,,,,
1835,07/31/19 03:45:00 PM,7.31,45.68,,,,
1836,07/31/19 04:00:00 PM,7.25,46.18,,,,
1837,07/31/19 04:15:00 PM,7.24,46.33,,,,
1838,07/31/19 04:30:00 PM,7.24,46.15,,,,
1839,07/31/19 04:45:00 PM,7.27,45.97,,,,
1840,07/31/19 05:00:00 PM,7.27,45.90,,,,
1841,07/31/19 05:15:00 PM,7.26,45.72,,,,
1842,07/31/19 05:30:00 PM,7.29,45.46,,,,
1843,07/31/19 05:45:00 PM,7.33,45.21,,,,
1844,07/31/19 06:00:00 PM,7.35,44.89,,,,
1845,07/31/19 06:15:00 PM,7.38,44.60,,,,
1846,07/31/19 06:30:00 PM,7.41,44.28,,,,
1847,07/31/19 06:45:00 PM,7.46,43.95,,,,
1848,07/31/19 07:00:00 PM,7.51,43.63,,,,
1849,07/31/19 07:15:00 PM,7.53,43.38,,,,
1850,07/31/19 07:30:00 PM,7.56,43.12,,,,
1851,07/31/19 07:45:00 PM,7.57,42.91,,,,
1852,07/31/19 08:00:00 PM,7.60,42.66,,,,
1853,07/31/19 08:15:00 PM,7.64,42.44,,,,
1854,07/31/19 08:30:00 PM,7.66,42.22,,,,
1855,07/31/19 08:45:00 PM,7.69,42.08,,,,
1856,07/31/19 09:00:00 PM,7.71,41.90,,,,
1857,07/31/19 09:15:00 PM,7.73,41.79,,,,
1858,07/31/19 09:30:00 PM,7.75,41.65,,,,
1859,07/31/19 09:45:00 PM,7.78,41.54,,,,
1860,07/31/19 10:00:00 PM,7.78,41.43,,,,
1861,07/31/19 10:15:00 PM,7.79,41.32,,,,
1862,07/31/19 10:30:00 PM,7.81,41.25,,,,
1863,07/31/19 10:45:00 PM,7.82,41.14,,,,
1864,07/31/19 11:00:00 PM,7.82,41.07,,,,
1865,07/31/19 11:15:00 PM,7.83,40.96,,,,
1866,07/31/19 11:30:00 PM,7.85,40.86,,,,
1867,07/31/19 11:45:00 PM,7.85,40.78,,,,
1868,08/01/19 12:00:00 AM,7.86,40.75,,,,
1869,08/01/19 12:15:00 AM,7.85,40.68,,,,
1870,08/01/19 12:30:00 AM,7.86,40.64,,,,
