"Plot Title: DO_03"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20645538, SEN S/N: 20645538)","Temp, °C (LGR S/N: 20645538, SEN S/N: 20645538)","Coupler Attached (LGR S/N: 20645538)","Host Connected (LGR S/N: 20645538)","End Of File (LGR S/N: 20645538)"
1461,06/17/22 08:30:00 PM,7.87,5.38,,,
1462,06/17/22 08:45:00 PM,7.90,5.30,,,
1463,06/17/22 09:00:00 PM,7.91,5.24,,,
1464,06/17/22 09:15:00 PM,7.92,5.20,,,
1465,06/17/22 09:30:00 PM,7.96,5.06,,,
1466,06/17/22 09:45:00 PM,7.99,4.92,,,
1467,06/17/22 10:00:00 PM,8.00,4.90,,,
1468,06/17/22 10:15:00 PM,8.00,4.88,,,
1469,06/17/22 10:30:00 PM,8.01,4.84,,,
1470,06/17/22 10:45:00 PM,8.02,4.80,,,
1471,06/17/22 11:00:00 PM,8.02,4.76,,,
1472,06/17/22 11:15:00 PM,8.03,4.74,,,
1473,06/17/22 11:30:00 PM,8.04,4.66,,,
1474,06/17/22 11:45:00 PM,8.06,4.58,,,
1475,06/18/22 12:00:00 AM,8.10,4.42,,,
1476,06/18/22 12:15:00 AM,8.15,4.24,,,
1477,06/18/22 12:30:00 AM,8.21,4.00,,,
1478,06/18/22 12:45:00 AM,8.22,3.94,,,
1479,06/18/22 01:00:00 AM,8.25,3.88,,,
1480,06/18/22 01:15:00 AM,8.24,3.92,,,
1481,06/18/22 01:30:00 AM,8.22,4.00,,,
1482,06/18/22 01:45:00 AM,8.19,4.16,,,
1483,06/18/22 02:00:00 AM,8.15,4.30,,,
1484,06/18/22 02:15:00 AM,8.15,4.26,,,
1485,06/18/22 02:30:00 AM,8.21,3.90,,,
1486,06/18/22 02:45:00 AM,8.23,3.84,,,
1487,06/18/22 03:00:00 AM,8.24,3.82,,,
1488,06/18/22 03:15:00 AM,8.25,3.78,,,
1489,06/18/22 03:30:00 AM,8.29,3.52,,,
1490,06/18/22 03:45:00 AM,8.33,3.32,,,
1491,06/18/22 04:00:00 AM,8.33,3.38,,,
1492,06/18/22 04:15:00 AM,8.29,3.56,,,
1493,06/18/22 04:30:00 AM,8.27,3.66,,,
1494,06/18/22 04:45:00 AM,8.31,3.40,,,
1495,06/18/22 05:00:00 AM,8.41,2.98,,,
1496,06/18/22 05:15:00 AM,8.46,2.76,,,
1497,06/18/22 05:30:00 AM,8.44,2.90,,,
1498,06/18/22 05:45:00 AM,8.38,3.20,,,
1499,06/18/22 06:00:00 AM,8.35,3.32,,,
1500,06/18/22 06:15:00 AM,8.35,3.32,,,
1501,06/18/22 06:30:00 AM,8.34,3.38,,,
1502,06/18/22 06:45:00 AM,8.30,3.50,,,
1503,06/18/22 07:00:00 AM,8.28,3.62,,,
1504,06/18/22 07:15:00 AM,8.26,3.68,,,
1505,06/18/22 07:30:00 AM,8.24,3.72,,,
1506,06/18/22 07:45:00 AM,8.29,3.56,,,
1507,06/18/22 08:00:00 AM,8.34,3.22,,,
1508,06/18/22 08:15:00 AM,8.42,2.94,,,
1509,06/18/22 08:30:00 AM,8.42,3.00,,,
1510,06/18/22 08:45:00 AM,8.39,3.18,,,
1511,06/18/22 09:00:00 AM,8.27,3.68,,,
1512,06/18/22 09:15:00 AM,8.16,4.20,,,
1513,06/18/22 09:30:00 AM,8.07,4.52,,,
1514,06/18/22 09:45:00 AM,8.01,4.76,,,
1515,06/18/22 10:00:00 AM,7.93,5.12,,,
1516,06/18/22 10:15:00 AM,7.91,5.18,,,
1517,06/18/22 10:30:00 AM,7.83,5.50,,,
1518,06/18/22 10:45:00 AM,7.79,5.70,,,
1519,06/18/22 11:00:00 AM,7.76,5.84,,,
1520,06/18/22 11:15:00 AM,7.67,6.24,,,
1521,06/18/22 11:30:00 AM,7.52,6.92,,,
1522,06/18/22 11:45:00 AM,7.45,7.12,,,
1523,06/18/22 12:00:00 PM,7.44,7.16,,,
1524,06/18/22 12:15:00 PM,7.42,7.26,,,
1525,06/18/22 12:30:00 PM,7.34,7.74,,,
1526,06/18/22 12:45:00 PM,7.19,8.38,,,
1527,06/18/22 01:00:00 PM,7.17,8.42,,,
1528,06/18/22 01:15:00 PM,7.17,8.40,,,
1529,06/18/22 01:30:00 PM,7.16,8.44,,,
1530,06/18/22 01:45:00 PM,7.21,8.20,,,
1531,06/18/22 02:00:00 PM,7.34,7.56,,,
1532,06/18/22 02:15:00 PM,7.36,7.54,,,
1533,06/18/22 02:30:00 PM,7.42,7.24,,,
1534,06/18/22 02:45:00 PM,7.47,7.02,,,
1535,06/18/22 03:00:00 PM,7.50,6.86,,,
1536,06/18/22 03:15:00 PM,7.50,6.88,,,
1537,06/18/22 03:30:00 PM,7.46,7.10,,,
1538,06/18/22 03:45:00 PM,7.43,7.28,,,
1539,06/18/22 04:00:00 PM,7.42,7.22,,,
1540,06/18/22 04:15:00 PM,7.44,7.10,,,
1541,06/18/22 04:30:00 PM,7.46,7.00,,,
1542,06/18/22 04:45:00 PM,7.48,6.90,,,
1543,06/18/22 05:00:00 PM,7.51,6.72,,,
1544,06/18/22 05:15:00 PM,7.54,6.58,,,
1545,06/18/22 05:30:00 PM,7.58,6.44,,,
1546,06/18/22 05:45:00 PM,7.63,6.22,,,
1547,06/18/22 06:00:00 PM,7.72,5.80,,,
1548,06/18/22 06:15:00 PM,7.82,5.42,,,
1549,06/18/22 06:30:00 PM,7.92,5.00,,,
1550,06/18/22 06:45:00 PM,8.01,4.66,,,
1551,06/18/22 07:00:00 PM,8.08,4.42,,,
1552,06/18/22 07:15:00 PM,8.11,4.30,,,
1553,06/18/22 07:30:00 PM,8.14,4.24,,,
1554,06/18/22 07:45:00 PM,8.16,4.16,,,
1555,06/18/22 08:00:00 PM,8.20,3.98,,,
1556,06/18/22 08:15:00 PM,8.23,3.80,,,
1557,06/18/22 08:30:00 PM,8.25,3.76,,,
1558,06/18/22 08:45:00 PM,8.28,3.68,,,
1559,06/18/22 09:00:00 PM,8.30,3.56,,,
1560,06/18/22 09:15:00 PM,8.34,3.40,,,
1561,06/18/22 09:30:00 PM,8.37,3.30,,,
1562,06/18/22 09:45:00 PM,8.38,3.28,,,
1563,06/18/22 10:00:00 PM,8.38,3.32,,,
1564,06/18/22 10:15:00 PM,8.38,3.30,,,
1565,06/18/22 10:30:00 PM,8.41,3.14,,,
1566,06/18/22 10:45:00 PM,8.43,3.06,,,
1567,06/18/22 11:00:00 PM,8.44,3.02,,,
1568,06/18/22 11:15:00 PM,8.46,3.02,,,
1569,06/18/22 11:30:00 PM,8.51,2.86,,,
1570,06/18/22 11:45:00 PM,8.54,2.80,,,
1571,06/19/22 12:00:00 AM,8.56,2.76,,,
1572,06/19/22 12:15:00 AM,8.58,2.70,,,
1573,06/19/22 12:30:00 AM,8.59,2.68,,,
1574,06/19/22 12:45:00 AM,8.58,2.68,,,
1575,06/19/22 01:00:00 AM,8.55,2.78,,,
1576,06/19/22 01:15:00 AM,8.55,2.76,,,
1577,06/19/22 01:30:00 AM,8.55,2.76,,,
1578,06/19/22 01:45:00 AM,8.56,2.76,,,
1579,06/19/22 02:00:00 AM,8.56,2.80,,,
1580,06/19/22 02:15:00 AM,8.55,2.84,,,
1581,06/19/22 02:30:00 AM,8.54,2.88,,,
1582,06/19/22 02:45:00 AM,8.57,2.82,,,
1583,06/19/22 03:00:00 AM,8.61,2.84,,,
1584,06/19/22 03:15:00 AM,8.59,2.88,,,
1585,06/19/22 03:30:00 AM,8.57,2.90,,,
1586,06/19/22 03:45:00 AM,8.57,2.92,,,
1587,06/19/22 04:00:00 AM,8.53,3.02,,,
1588,06/19/22 04:15:00 AM,8.51,3.08,,,
1589,06/19/22 04:30:00 AM,8.49,3.14,,,
1590,06/19/22 04:45:00 AM,8.48,3.22,,,
1591,06/19/22 05:00:00 AM,8.46,3.28,,,
1592,06/19/22 05:15:00 AM,8.43,3.36,,,
1593,06/19/22 05:30:00 AM,8.41,3.42,,,
1594,06/19/22 05:45:00 AM,8.41,3.44,,,
1595,06/19/22 06:00:00 AM,8.41,3.42,,,
1596,06/19/22 06:15:00 AM,8.43,3.38,,,
1597,06/19/22 06:30:00 AM,8.44,3.36,,,
1598,06/19/22 06:45:00 AM,8.44,3.34,,,
1599,06/19/22 07:00:00 AM,8.42,3.38,,,
1600,06/19/22 07:15:00 AM,8.41,3.40,,,
1601,06/19/22 07:30:00 AM,8.39,3.46,,,
1602,06/19/22 07:45:00 AM,8.37,3.54,,,
1603,06/19/22 08:00:00 AM,8.36,3.58,,,
1604,06/19/22 08:15:00 AM,8.33,3.66,,,
1605,06/19/22 08:30:00 AM,8.30,3.78,,,
1606,06/19/22 08:45:00 AM,8.28,3.90,,,
1607,06/19/22 09:00:00 AM,8.24,4.04,,,
1608,06/19/22 09:15:00 AM,8.23,4.10,,,
1609,06/19/22 09:30:00 AM,8.22,4.14,,,
1610,06/19/22 09:45:00 AM,8.20,4.24,,,
1611,06/19/22 10:00:00 AM,8.19,4.28,,,
1612,06/19/22 10:15:00 AM,8.16,4.42,,,
1613,06/19/22 10:30:00 AM,8.16,4.40,,,
1614,06/19/22 10:45:00 AM,8.16,4.38,,,
1615,06/19/22 11:00:00 AM,8.08,4.72,,,
1616,06/19/22 11:15:00 AM,8.07,4.72,,,
1617,06/19/22 11:30:00 AM,8.04,4.86,,,
1618,06/19/22 11:45:00 AM,7.99,5.08,,,
1619,06/19/22 12:00:00 PM,7.91,5.44,,,
1620,06/19/22 12:15:00 PM,7.79,5.96,,,
1621,06/19/22 12:30:00 PM,7.63,6.62,,,
1622,06/19/22 12:45:00 PM,7.40,7.66,,,
1623,06/19/22 01:00:00 PM,7.34,7.90,,,
1624,06/19/22 01:15:00 PM,7.36,7.80,,,
1625,06/19/22 01:30:00 PM,7.24,8.46,,,
1626,06/19/22 01:45:00 PM,7.13,8.98,,,
1627,06/19/22 02:00:00 PM,7.19,8.70,,,
1628,06/19/22 02:15:00 PM,7.13,8.98,,,
1629,06/19/22 02:30:00 PM,7.22,8.56,,,
1630,06/19/22 02:45:00 PM,7.14,9.04,,,
1631,06/19/22 03:00:00 PM,7.08,9.32,,,
1632,06/19/22 03:15:00 PM,7.05,9.40,,,
1633,06/19/22 03:30:00 PM,7.14,8.98,,,
1634,06/19/22 03:45:00 PM,7.28,8.32,,,
1635,06/19/22 04:00:00 PM,7.31,8.24,,,
1636,06/19/22 04:15:00 PM,7.36,7.98,,,
1637,06/19/22 04:30:00 PM,7.45,7.60,,,
1638,06/19/22 04:45:00 PM,7.55,7.16,,,
1639,06/19/22 05:00:00 PM,7.57,7.10,,,
1640,06/19/22 05:15:00 PM,7.56,7.10,,,
1641,06/19/22 05:30:00 PM,7.56,7.10,,,
1642,06/19/22 05:45:00 PM,7.56,7.08,,,
1643,06/19/22 06:00:00 PM,7.59,6.92,,,
1644,06/19/22 06:15:00 PM,7.70,6.42,,,
1645,06/19/22 06:30:00 PM,7.79,6.04,,,
1646,06/19/22 06:45:00 PM,7.83,5.90,,,
1647,06/19/22 07:00:00 PM,7.86,5.74,,,
1648,06/19/22 07:15:00 PM,7.92,5.48,,,
1649,06/19/22 07:30:00 PM,8.01,5.08,,,
1650,06/19/22 07:45:00 PM,8.05,4.92,,,
1651,06/19/22 08:00:00 PM,8.08,4.78,,,
1652,06/19/22 08:15:00 PM,8.09,4.74,,,
1653,06/19/22 08:30:00 PM,8.12,4.62,,,
1654,06/19/22 08:45:00 PM,8.12,4.66,,,
1655,06/19/22 09:00:00 PM,8.12,4.62,,,
1656,06/19/22 09:15:00 PM,8.12,4.62,,,
1657,06/19/22 09:30:00 PM,8.15,4.52,,,
1658,06/19/22 09:45:00 PM,8.19,4.32,,,
1659,06/19/22 10:00:00 PM,8.23,4.16,,,
1660,06/19/22 10:15:00 PM,8.27,4.02,,,
1661,06/19/22 10:30:00 PM,8.28,3.94,,,
1662,06/19/22 10:45:00 PM,8.30,3.86,,,
1663,06/19/22 11:00:00 PM,8.32,3.78,,,
1664,06/19/22 11:15:00 PM,8.36,3.62,,,
1665,06/19/22 11:30:00 PM,8.35,3.66,,,
1666,06/19/22 11:45:00 PM,8.36,3.60,,,
1667,06/20/22 12:00:00 AM,8.36,3.56,,,
1668,06/20/22 12:15:00 AM,8.35,3.60,,,
1669,06/20/22 12:30:00 AM,8.36,3.58,,,
1670,06/20/22 12:45:00 AM,8.37,3.48,,,
1671,06/20/22 01:00:00 AM,8.40,3.38,,,
1672,06/20/22 01:15:00 AM,8.44,3.22,,,
1673,06/20/22 01:30:00 AM,8.46,3.12,,,
1674,06/20/22 01:45:00 AM,8.48,3.02,,,
1675,06/20/22 02:00:00 AM,8.53,2.80,,,
1676,06/20/22 02:15:00 AM,8.60,2.48,,,
1677,06/20/22 02:30:00 AM,8.67,2.24,,,
1678,06/20/22 02:45:00 AM,8.71,2.08,,,
1679,06/20/22 03:00:00 AM,8.74,1.98,,,
1680,06/20/22 03:15:00 AM,8.73,2.02,,,
1681,06/20/22 03:30:00 AM,8.68,2.22,,,
1682,06/20/22 03:45:00 AM,8.61,2.48,,,
1683,06/20/22 04:00:00 AM,8.55,2.68,,,
1684,06/20/22 04:15:00 AM,8.51,2.86,,,
1685,06/20/22 04:30:00 AM,8.47,3.02,,,
1686,06/20/22 04:45:00 AM,8.43,3.18,,,
1687,06/20/22 05:00:00 AM,8.44,3.14,,,
1688,06/20/22 05:15:00 AM,8.49,2.92,,,
1689,06/20/22 05:30:00 AM,8.51,2.78,,,
1690,06/20/22 05:45:00 AM,8.58,2.60,,,
1691,06/20/22 06:00:00 AM,8.63,2.38,,,
1692,06/20/22 06:15:00 AM,8.68,2.28,,,
1693,06/20/22 06:30:00 AM,8.72,2.12,,,
1694,06/20/22 06:45:00 AM,8.76,1.94,,,
1695,06/20/22 07:00:00 AM,8.76,1.94,,,
1696,06/20/22 07:15:00 AM,8.77,1.94,,,
1697,06/20/22 07:30:00 AM,8.77,1.90,,,
1698,06/20/22 07:45:00 AM,8.82,1.72,,,
1699,06/20/22 08:00:00 AM,8.86,1.54,,,
1700,06/20/22 08:15:00 AM,8.88,1.54,,,
1701,06/20/22 08:30:00 AM,8.90,1.48,,,
1702,06/20/22 08:45:00 AM,8.90,1.50,,,
1703,06/20/22 09:00:00 AM,8.90,1.52,,,
1704,06/20/22 09:15:00 AM,8.89,1.60,,,
1705,06/20/22 09:30:00 AM,8.88,1.66,,,
1706,06/20/22 09:45:00 AM,8.86,1.76,,,
1707,06/20/22 10:00:00 AM,8.82,2.00,,,
1708,06/20/22 10:15:00 AM,8.75,2.28,,,
1709,06/20/22 10:30:00 AM,8.56,2.90,,,
1710,06/20/22 10:45:00 AM,8.40,3.56,,,
1711,06/20/22 11:00:00 AM,8.29,3.90,,,
1712,06/20/22 11:15:00 AM,8.15,4.30,,,
1713,06/20/22 11:30:00 AM,7.97,5.08,,,
1714,06/20/22 11:45:00 AM,7.82,5.72,,,
1715,06/20/22 12:00:00 PM,7.78,5.92,,,
1716,06/20/22 12:15:00 PM,7.76,6.08,,,
1717,06/20/22 12:30:00 PM,7.73,6.22,,,
1718,06/20/22 12:45:00 PM,7.71,6.28,,,
1719,06/20/22 01:00:00 PM,7.71,6.32,,,
1720,06/20/22 01:15:00 PM,7.72,6.30,,,
1721,06/20/22 01:30:00 PM,7.70,6.34,,,
1722,06/20/22 01:45:00 PM,7.69,6.38,,,
1723,06/20/22 02:00:00 PM,7.70,6.36,,,
1724,06/20/22 02:15:00 PM,7.72,6.26,,,
1725,06/20/22 02:30:00 PM,7.71,6.30,,,
1726,06/20/22 02:45:00 PM,7.69,6.38,,,
1727,06/20/22 03:00:00 PM,7.69,6.40,,,
1728,06/20/22 03:15:00 PM,7.73,6.28,,,
1729,06/20/22 03:30:00 PM,7.69,6.44,,,
1730,06/20/22 03:45:00 PM,7.64,6.64,,,
1731,06/20/22 04:00:00 PM,7.63,6.70,,,
1732,06/20/22 04:15:00 PM,7.62,6.76,,,
1733,06/20/22 04:30:00 PM,7.60,6.86,,,
1734,06/20/22 04:45:00 PM,7.58,6.98,,,
1735,06/20/22 05:00:00 PM,7.63,6.82,,,
1736,06/20/22 05:15:00 PM,7.64,6.80,,,
1737,06/20/22 05:30:00 PM,7.69,6.64,,,
1738,06/20/22 05:45:00 PM,7.71,6.54,,,
1739,06/20/22 06:00:00 PM,7.71,6.50,,,
1740,06/20/22 06:15:00 PM,7.76,6.28,,,
1741,06/20/22 06:30:00 PM,7.83,6.00,,,
1742,06/20/22 06:45:00 PM,7.90,5.78,,,
1743,06/20/22 07:00:00 PM,7.94,5.60,,,
1744,06/20/22 07:15:00 PM,7.96,5.48,,,
1745,06/20/22 07:30:00 PM,7.98,5.38,,,
1746,06/20/22 07:45:00 PM,8.01,5.28,,,
1747,06/20/22 08:00:00 PM,8.04,5.14,,,
1748,06/20/22 08:15:00 PM,8.07,4.96,,,
1749,06/20/22 08:30:00 PM,8.11,4.82,,,
1750,06/20/22 08:45:00 PM,8.13,4.74,,,
1751,06/20/22 09:00:00 PM,8.14,4.66,,,
1752,06/20/22 09:15:00 PM,8.15,4.60,,,
1753,06/20/22 09:30:00 PM,8.15,4.62,,,
1754,06/20/22 09:45:00 PM,8.15,4.58,,,
1755,06/20/22 10:00:00 PM,8.17,4.50,,,
1756,06/20/22 10:15:00 PM,8.20,4.40,,,
1757,06/20/22 10:30:00 PM,8.22,4.34,,,
1758,06/20/22 10:45:00 PM,8.21,4.32,,,
1759,06/20/22 11:00:00 PM,8.18,4.42,,,
1760,06/20/22 11:15:00 PM,8.17,4.40,,,
1761,06/20/22 11:30:00 PM,8.17,4.40,,,
1762,06/20/22 11:45:00 PM,8.16,4.42,,,
1763,06/21/22 12:00:00 AM,8.16,4.42,,,
1764,06/21/22 12:15:00 AM,8.16,4.38,,,
1765,06/21/22 12:30:00 AM,8.20,4.28,,,
1766,06/21/22 12:45:00 AM,8.20,4.20,,,
1767,06/21/22 01:00:00 AM,8.23,4.14,,,
1768,06/21/22 01:15:00 AM,8.23,4.10,,,
1769,06/21/22 01:30:00 AM,8.24,4.02,,,
1770,06/21/22 01:45:00 AM,8.30,3.78,,,
1771,06/21/22 02:00:00 AM,8.33,3.70,,,
1772,06/21/22 02:15:00 AM,8.30,3.78,,,
1773,06/21/22 02:30:00 AM,8.29,3.82,,,
1774,06/21/22 02:45:00 AM,8.29,3.78,,,
1775,06/21/22 03:00:00 AM,8.34,3.78,,,
1776,06/21/22 03:15:00 AM,8.32,3.84,,,
1777,06/21/22 03:30:00 AM,8.30,3.88,,,
1778,06/21/22 03:45:00 AM,8.35,3.84,,,
1779,06/21/22 04:00:00 AM,8.39,3.72,,,
1780,06/21/22 04:15:00 AM,8.42,3.68,,,
1781,06/21/22 04:30:00 AM,8.44,3.66,,,
1782,06/21/22 04:45:00 AM,8.39,3.78,,,
1783,06/21/22 05:00:00 AM,8.32,3.82,,,
1784,06/21/22 05:15:00 AM,8.33,3.90,,,
1785,06/21/22 05:30:00 AM,8.32,3.92,,,
1786,06/21/22 05:45:00 AM,8.33,3.84,,,
1787,06/21/22 06:00:00 AM,8.36,3.82,,,
1788,06/21/22 06:15:00 AM,8.35,3.80,,,
1789,06/21/22 06:30:00 AM,8.37,3.74,,,
1790,06/21/22 06:45:00 AM,8.37,3.76,,,
1791,06/21/22 07:00:00 AM,8.38,3.72,,,
1792,06/21/22 07:15:00 AM,8.39,3.70,,,
1793,06/21/22 07:30:00 AM,8.41,3.64,,,
1794,06/21/22 07:45:00 AM,8.41,3.60,,,
1795,06/21/22 08:00:00 AM,8.41,3.60,,,
1796,06/21/22 08:15:00 AM,8.39,3.66,,,
1797,06/21/22 08:30:00 AM,8.34,3.78,,,
1798,06/21/22 08:45:00 AM,8.30,3.92,,,
1799,06/21/22 09:00:00 AM,8.26,4.10,,,
1800,06/21/22 09:15:00 AM,8.22,4.22,,,
1801,06/21/22 09:30:00 AM,8.14,4.52,,,
1802,06/21/22 09:45:00 AM,8.07,4.80,,,
1803,06/21/22 10:00:00 AM,8.07,4.82,,,
1804,06/21/22 10:15:00 AM,8.03,4.98,,,
1805,06/21/22 10:30:00 AM,8.00,5.10,,,
1806,06/21/22 10:45:00 AM,7.88,5.56,,,
1807,06/21/22 11:00:00 AM,7.73,6.20,,,
1808,06/21/22 11:15:00 AM,7.68,6.40,,,
1809,06/21/22 11:30:00 AM,7.66,6.52,,,
1810,06/21/22 11:45:00 AM,7.52,7.12,,,
1811,06/21/22 12:00:00 PM,7.48,7.30,,,
1812,06/21/22 12:15:00 PM,7.50,7.28,,,
1813,06/21/22 12:30:00 PM,7.48,7.36,,,
1814,06/21/22 12:45:00 PM,7.51,7.30,,,
1815,06/21/22 01:00:00 PM,7.51,7.36,,,
1816,06/21/22 01:15:00 PM,7.44,7.66,,,
1817,06/21/22 01:30:00 PM,7.36,8.00,,,
1818,06/21/22 01:45:00 PM,7.30,8.28,,,
1819,06/21/22 02:00:00 PM,7.32,8.20,,,
1820,06/21/22 02:15:00 PM,7.34,8.08,,,
1821,06/21/22 02:30:00 PM,7.29,8.38,,,
1822,06/21/22 02:45:00 PM,7.20,8.78,,,
1823,06/21/22 03:00:00 PM,7.05,9.42,,,
1824,06/21/22 03:15:00 PM,7.06,9.34,,,
1825,06/21/22 03:30:00 PM,7.10,9.14,,,
1826,06/21/22 03:45:00 PM,7.08,9.28,,,
1827,06/21/22 04:00:00 PM,7.16,8.90,,,
1828,06/21/22 04:15:00 PM,7.29,8.36,,,
1829,06/21/22 04:30:00 PM,7.41,7.84,,,
1830,06/21/22 04:45:00 PM,7.41,7.82,,,
1831,06/21/22 05:00:00 PM,7.42,7.82,,,
1832,06/21/22 05:15:00 PM,7.43,7.72,,,
1833,06/21/22 05:30:00 PM,7.45,7.60,,,
1834,06/21/22 05:45:00 PM,7.46,7.58,,,
1835,06/21/22 06:00:00 PM,7.51,7.30,,,
1836,06/21/22 06:15:00 PM,7.61,6.84,,,
1837,06/21/22 06:30:00 PM,7.69,6.52,,,
1838,06/21/22 06:45:00 PM,7.72,6.42,,,
1839,06/21/22 07:00:00 PM,7.79,6.12,,,
1840,06/21/22 07:15:00 PM,7.82,5.96,,,
1841,06/21/22 07:30:00 PM,7.82,5.92,,,
1842,06/21/22 07:45:00 PM,7.85,5.80,,,
1843,06/21/22 08:00:00 PM,7.87,5.68,,,
1844,06/21/22 08:15:00 PM,7.91,5.54,,,
1845,06/21/22 08:30:00 PM,7.94,5.40,,,
1846,06/21/22 08:45:00 PM,7.98,5.22,,,
1847,06/21/22 09:00:00 PM,7.99,5.16,,,
1848,06/21/22 09:15:00 PM,8.00,5.14,,,
1849,06/21/22 09:30:00 PM,8.02,5.08,,,
1850,06/21/22 09:45:00 PM,8.03,5.00,,,
1851,06/21/22 10:00:00 PM,8.03,5.00,,,
1852,06/21/22 10:15:00 PM,8.05,4.92,,,
1853,06/21/22 10:30:00 PM,8.08,4.74,,,
1854,06/21/22 10:45:00 PM,8.12,4.58,,,
1855,06/21/22 11:00:00 PM,8.12,4.58,,,
1856,06/21/22 11:15:00 PM,8.13,4.58,,,
1857,06/21/22 11:30:00 PM,8.12,4.60,,,
1858,06/21/22 11:45:00 PM,8.12,4.56,,,
1859,06/22/22 12:00:00 AM,8.14,4.50,,,
1860,06/22/22 12:15:00 AM,8.15,4.46,,,
1861,06/22/22 12:30:00 AM,8.16,4.40,,,
1862,06/22/22 12:45:00 AM,8.16,4.38,,,
1863,06/22/22 01:00:00 AM,8.16,4.32,,,
1864,06/22/22 01:15:00 AM,8.16,4.30,,,
1865,06/22/22 01:30:00 AM,8.20,4.16,,,
1866,06/22/22 01:45:00 AM,8.20,4.16,,,
1867,06/22/22 02:00:00 AM,8.19,4.16,,,
1868,06/22/22 02:15:00 AM,8.18,4.22,,,
1869,06/22/22 02:30:00 AM,8.19,4.18,,,
1870,06/22/22 02:45:00 AM,8.19,4.14,,,
1871,06/22/22 03:00:00 AM,8.20,4.10,,,
1872,06/22/22 03:15:00 AM,8.20,4.10,,,
1873,06/22/22 03:30:00 AM,8.20,4.04,,,
1874,06/22/22 03:45:00 AM,8.23,3.92,,,
1875,06/22/22 04:00:00 AM,8.22,3.98,,,
1876,06/22/22 04:15:00 AM,8.22,3.96,,,
1877,06/22/22 04:30:00 AM,8.22,3.94,,,
1878,06/22/22 04:45:00 AM,8.22,3.94,,,
1879,06/22/22 05:00:00 AM,8.22,3.94,,,
1880,06/22/22 05:15:00 AM,8.23,3.88,,,
1881,06/22/22 05:30:00 AM,8.24,3.84,,,
1882,06/22/22 05:45:00 AM,8.25,3.80,,,
1883,06/22/22 06:00:00 AM,8.26,3.78,,,
1884,06/22/22 06:15:00 AM,8.26,3.72,,,
1885,06/22/22 06:30:00 AM,8.26,3.78,,,
1886,06/22/22 06:45:00 AM,8.26,3.80,,,
1887,06/22/22 07:00:00 AM,8.25,3.78,,,
1888,06/22/22 07:15:00 AM,8.26,3.74,,,
1889,06/22/22 07:30:00 AM,8.27,3.70,,,
1890,06/22/22 07:45:00 AM,8.29,3.64,,,
1891,06/22/22 08:00:00 AM,8.29,3.62,,,
1892,06/22/22 08:15:00 AM,8.29,3.64,,,
1893,06/22/22 08:30:00 AM,8.25,3.82,,,
1894,06/22/22 08:45:00 AM,8.21,4.00,,,
1895,06/22/22 09:00:00 AM,8.19,4.10,,,
1896,06/22/22 09:15:00 AM,8.17,4.12,,,
1897,06/22/22 09:30:00 AM,8.15,4.22,,,
1898,06/22/22 09:45:00 AM,8.11,4.40,,,
1899,06/22/22 10:00:00 AM,8.06,4.58,,,
1900,06/22/22 10:15:00 AM,8.04,4.70,,,
1901,06/22/22 10:30:00 AM,8.01,4.82,,,
1902,06/22/22 10:45:00 AM,7.99,4.92,,,
1903,06/22/22 11:00:00 AM,7.96,5.02,,,
1904,06/22/22 11:15:00 AM,7.94,5.12,,,
1905,06/22/22 11:30:00 AM,7.99,4.98,,,
1906,06/22/22 11:45:00 AM,8.05,4.68,,,
1907,06/22/22 12:00:00 PM,8.06,4.68,,,
1908,06/22/22 12:15:00 PM,8.00,4.96,,,
1909,06/22/22 12:30:00 PM,8.00,4.94,,,
1910,06/22/22 12:45:00 PM,7.97,5.06,,,
1911,06/22/22 01:00:00 PM,7.90,5.36,,,
1912,06/22/22 01:15:00 PM,7.86,5.54,,,
1913,06/22/22 01:30:00 PM,7.82,5.70,,,
1914,06/22/22 01:45:00 PM,7.82,5.76,,,
1915,06/22/22 02:00:00 PM,7.86,5.62,,,
1916,06/22/22 02:15:00 PM,7.89,5.52,,,
1917,06/22/22 02:30:00 PM,7.88,5.56,,,
1918,06/22/22 02:45:00 PM,7.73,6.22,,,
1919,06/22/22 03:00:00 PM,7.70,6.34,,,
1920,06/22/22 03:15:00 PM,7.74,6.14,,,
1921,06/22/22 03:30:00 PM,7.77,6.04,,,
1922,06/22/22 03:45:00 PM,7.77,6.02,,,
1923,06/22/22 04:00:00 PM,7.73,6.22,,,
1924,06/22/22 04:15:00 PM,7.75,6.14,,,
1925,06/22/22 04:30:00 PM,7.80,5.92,,,
1926,06/22/22 04:45:00 PM,7.77,6.02,,,
1927,06/22/22 05:00:00 PM,7.72,6.26,,,
1928,06/22/22 05:15:00 PM,7.71,6.28,,,
1929,06/22/22 05:30:00 PM,7.71,6.28,,,
1930,06/22/22 05:45:00 PM,7.70,6.32,,,
1931,06/22/22 06:00:00 PM,7.73,6.20,,,
1932,06/22/22 06:15:00 PM,7.78,5.98,,,
1933,06/22/22 06:30:00 PM,7.83,5.76,,,
1934,06/22/22 06:45:00 PM,7.87,5.64,,,
1935,06/22/22 07:00:00 PM,7.90,5.54,,,
1936,06/22/22 07:15:00 PM,7.94,5.38,,,
1937,06/22/22 07:30:00 PM,7.97,5.26,,,
