"Plot Title: 21223042"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21223042, SEN S/N: 21223042)","Temp, °C (LGR S/N: 21223042, SEN S/N: 21223042)","End Of File (LGR S/N: 21223042)"
15616,05/09/22 08:15:00 PM,-0.04,9.72,
15617,05/09/22 08:20:00 PM,-0.04,9.70,
15618,05/09/22 08:25:00 PM,-0.04,9.68,
15619,05/09/22 08:30:00 PM,-0.04,9.66,
15620,05/09/22 08:35:00 PM,-0.04,9.64,
15621,05/09/22 08:40:00 PM,-0.04,9.62,
15622,05/09/22 08:45:00 PM,-0.04,9.60,
15623,05/09/22 08:50:00 PM,-0.04,9.58,
15624,05/09/22 08:55:00 PM,-0.04,9.56,
15625,05/09/22 09:00:00 PM,-0.04,9.54,
15626,05/09/22 09:05:00 PM,-0.04,9.52,
15627,05/09/22 09:10:00 PM,-0.04,9.50,
15628,05/09/22 09:15:00 PM,-0.04,9.50,
15629,05/09/22 09:20:00 PM,-0.04,9.48,
15630,05/09/22 09:25:00 PM,-0.04,9.46,
15631,05/09/22 09:30:00 PM,-0.04,9.44,
15632,05/09/22 09:35:00 PM,-0.04,9.44,
15633,05/09/22 09:40:00 PM,-0.04,9.42,
15634,05/09/22 09:45:00 PM,-0.04,9.40,
15635,05/09/22 09:50:00 PM,-0.04,9.40,
15636,05/09/22 09:55:00 PM,-0.04,9.38,
15637,05/09/22 10:00:00 PM,-0.04,9.38,
15638,05/09/22 10:05:00 PM,-0.04,9.36,
15639,05/09/22 10:10:00 PM,-0.04,9.36,
15640,05/09/22 10:15:00 PM,-0.04,9.36,
15641,05/09/22 10:20:00 PM,-0.04,9.34,
15642,05/09/22 10:25:00 PM,-0.04,9.34,
15643,05/09/22 10:30:00 PM,-0.04,9.32,
15644,05/09/22 10:35:00 PM,-0.04,9.32,
15645,05/09/22 10:40:00 PM,-0.04,9.32,
15646,05/09/22 10:45:00 PM,-0.04,9.30,
15647,05/09/22 10:50:00 PM,-0.04,9.30,
15648,05/09/22 10:55:00 PM,-0.04,9.28,
15649,05/09/22 11:00:00 PM,-0.04,9.28,
15650,05/09/22 11:05:00 PM,-0.04,9.28,
15651,05/09/22 11:10:00 PM,-0.04,9.26,
15652,05/09/22 11:15:00 PM,-0.04,9.26,
15653,05/09/22 11:20:00 PM,-0.04,9.26,
15654,05/09/22 11:25:00 PM,-0.04,9.24,
15655,05/09/22 11:30:00 PM,-0.04,9.24,
15656,05/09/22 11:35:00 PM,-0.04,9.24,
15657,05/09/22 11:40:00 PM,-0.04,9.24,
15658,05/09/22 11:45:00 PM,-0.04,9.22,
15659,05/09/22 11:50:00 PM,-0.04,9.22,
15660,05/09/22 11:55:00 PM,-0.04,9.22,
15661,05/10/22 12:00:00 AM,-0.04,9.20,
15662,05/10/22 12:05:00 AM,-0.04,9.20,
15663,05/10/22 12:10:00 AM,-0.04,9.20,
15664,05/10/22 12:15:00 AM,-0.04,9.20,
15665,05/10/22 12:20:00 AM,-0.04,9.18,
15666,05/10/22 12:25:00 AM,-0.04,9.18,
15667,05/10/22 12:30:00 AM,-0.04,9.18,
15668,05/10/22 12:35:00 AM,-0.04,9.18,
15669,05/10/22 12:40:00 AM,-0.04,9.18,
15670,05/10/22 12:45:00 AM,-0.04,9.18,
15671,05/10/22 12:50:00 AM,-0.04,9.18,
15672,05/10/22 12:55:00 AM,-0.04,9.18,
15673,05/10/22 01:00:00 AM,-0.04,9.18,
15674,05/10/22 01:05:00 AM,-0.04,9.18,
15675,05/10/22 01:10:00 AM,-0.04,9.20,
15676,05/10/22 01:15:00 AM,-0.04,9.20,
15677,05/10/22 01:20:00 AM,-0.04,9.20,
15678,05/10/22 01:25:00 AM,-0.04,9.20,
15679,05/10/22 01:30:00 AM,-0.04,9.20,
15680,05/10/22 01:35:00 AM,-0.04,9.20,
15681,05/10/22 01:40:00 AM,-0.04,9.22,
15682,05/10/22 01:45:00 AM,-0.04,9.22,
15683,05/10/22 01:50:00 AM,-0.04,9.22,
15684,05/10/22 01:55:00 AM,-0.04,9.22,
15685,05/10/22 02:00:00 AM,-0.04,9.22,
15686,05/10/22 02:05:00 AM,-0.04,9.24,
15687,05/10/22 02:10:00 AM,-0.04,9.24,
15688,05/10/22 02:15:00 AM,-0.04,9.24,
15689,05/10/22 02:20:00 AM,-0.04,9.24,
15690,05/10/22 02:25:00 AM,-0.04,9.24,
15691,05/10/22 02:30:00 AM,-0.04,9.24,
15692,05/10/22 02:35:00 AM,-0.04,9.26,
15693,05/10/22 02:40:00 AM,-0.04,9.26,
15694,05/10/22 02:45:00 AM,-0.04,9.26,
15695,05/10/22 02:50:00 AM,-0.04,9.26,
15696,05/10/22 02:55:00 AM,-0.04,9.26,
15697,05/10/22 03:00:00 AM,-0.04,9.26,
15698,05/10/22 03:05:00 AM,-0.04,9.26,
15699,05/10/22 03:10:00 AM,-0.04,9.26,
15700,05/10/22 03:15:00 AM,-0.04,9.26,
15701,05/10/22 03:20:00 AM,-0.04,9.26,
15702,05/10/22 03:25:00 AM,-0.04,9.26,
15703,05/10/22 03:30:00 AM,-0.04,9.26,
15704,05/10/22 03:35:00 AM,-0.04,9.26,
15705,05/10/22 03:40:00 AM,-0.04,9.26,
15706,05/10/22 03:45:00 AM,-0.04,9.26,
15707,05/10/22 03:50:00 AM,-0.04,9.26,
15708,05/10/22 03:55:00 AM,-0.04,9.28,
15709,05/10/22 04:00:00 AM,-0.04,9.28,
15710,05/10/22 04:05:00 AM,-0.04,9.28,
15711,05/10/22 04:10:00 AM,-0.04,9.28,
15712,05/10/22 04:15:00 AM,-0.04,9.28,
15713,05/10/22 04:20:00 AM,-0.04,9.28,
15714,05/10/22 04:25:00 AM,-0.04,9.28,
15715,05/10/22 04:30:00 AM,-0.04,9.28,
15716,05/10/22 04:35:00 AM,-0.04,9.28,
15717,05/10/22 04:40:00 AM,-0.04,9.26,
15718,05/10/22 04:45:00 AM,-0.04,9.26,
15719,05/10/22 04:50:00 AM,-0.04,9.26,
15720,05/10/22 04:55:00 AM,-0.04,9.26,
15721,05/10/22 05:00:00 AM,-0.04,9.26,
15722,05/10/22 05:05:00 AM,-0.04,9.26,
15723,05/10/22 05:10:00 AM,-0.04,9.26,
15724,05/10/22 05:15:00 AM,-0.04,9.26,
15725,05/10/22 05:20:00 AM,-0.04,9.26,
15726,05/10/22 05:25:00 AM,-0.04,9.26,
15727,05/10/22 05:30:00 AM,-0.04,9.26,
15728,05/10/22 05:35:00 AM,-0.04,9.26,
15729,05/10/22 05:40:00 AM,-0.04,9.24,
15730,05/10/22 05:45:00 AM,-0.04,9.24,
15731,05/10/22 05:50:00 AM,-0.04,9.24,
15732,05/10/22 05:55:00 AM,-0.04,9.24,
15733,05/10/22 06:00:00 AM,-0.04,9.24,
15734,05/10/22 06:05:00 AM,-0.04,9.24,
15735,05/10/22 06:10:00 AM,-0.04,9.22,
15736,05/10/22 06:15:00 AM,-0.04,9.22,
15737,05/10/22 06:20:00 AM,-0.04,9.22,
15738,05/10/22 06:25:00 AM,-0.04,9.22,
15739,05/10/22 06:30:00 AM,-0.04,9.22,
15740,05/10/22 06:35:00 AM,-0.04,9.20,
15741,05/10/22 06:40:00 AM,-0.04,9.20,
15742,05/10/22 06:45:00 AM,-0.04,9.20,
15743,05/10/22 06:50:00 AM,-0.04,9.20,
15744,05/10/22 06:55:00 AM,-0.04,9.20,
15745,05/10/22 07:00:00 AM,-0.04,9.18,
15746,05/10/22 07:05:00 AM,-0.04,9.18,
15747,05/10/22 07:10:00 AM,-0.04,9.18,
15748,05/10/22 07:15:00 AM,-0.04,9.18,
15749,05/10/22 07:20:00 AM,-0.04,9.16,
15750,05/10/22 07:25:00 AM,-0.04,9.16,
15751,05/10/22 07:30:00 AM,-0.04,9.16,
15752,05/10/22 07:35:00 AM,-0.04,9.16,
15753,05/10/22 07:40:00 AM,-0.04,9.14,
15754,05/10/22 07:45:00 AM,-0.04,9.14,
15755,05/10/22 07:50:00 AM,-0.04,9.14,
15756,05/10/22 07:55:00 AM,-0.04,9.12,
15757,05/10/22 08:00:00 AM,-0.04,9.12,
15758,05/10/22 08:05:00 AM,-0.04,9.12,
15759,05/10/22 08:10:00 AM,-0.04,9.12,
15760,05/10/22 08:15:00 AM,-0.04,9.12,
15761,05/10/22 08:20:00 AM,-0.04,9.12,
15762,05/10/22 08:25:00 AM,-0.04,9.10,
15763,05/10/22 08:30:00 AM,-0.04,9.10,
15764,05/10/22 08:35:00 AM,-0.04,9.10,
15765,05/10/22 08:40:00 AM,-0.04,9.10,
15766,05/10/22 08:45:00 AM,-0.04,9.10,
15767,05/10/22 08:50:00 AM,-0.04,9.10,
15768,05/10/22 08:55:00 AM,-0.04,9.12,
15769,05/10/22 09:00:00 AM,-0.04,9.12,
15770,05/10/22 09:05:00 AM,-0.04,9.14,
15771,05/10/22 09:10:00 AM,-0.04,9.16,
15772,05/10/22 09:15:00 AM,-0.04,9.18,
15773,05/10/22 09:20:00 AM,-0.04,9.20,
15774,05/10/22 09:25:00 AM,-0.04,9.22,
15775,05/10/22 09:30:00 AM,-0.04,9.26,
15776,05/10/22 09:35:00 AM,-0.04,9.28,
15777,05/10/22 09:40:00 AM,-0.04,9.32,
15778,05/10/22 09:45:00 AM,-0.04,9.36,
15779,05/10/22 09:50:00 AM,-0.04,9.38,
15780,05/10/22 09:55:00 AM,-0.04,9.42,
15781,05/10/22 10:00:00 AM,-0.04,9.48,
15782,05/10/22 10:05:00 AM,-0.04,9.52,
15783,05/10/22 10:10:00 AM,-0.04,9.56,
15784,05/10/22 10:15:00 AM,-0.04,9.60,
15785,05/10/22 10:20:00 AM,-0.04,9.66,
15786,05/10/22 10:25:00 AM,-0.04,9.70,
15787,05/10/22 10:30:00 AM,-0.04,9.76,
15788,05/10/22 10:35:00 AM,-0.04,9.80,
15789,05/10/22 10:40:00 AM,-0.04,9.86,
15790,05/10/22 10:45:00 AM,-0.04,9.92,
15791,05/10/22 10:50:00 AM,-0.04,9.96,
15792,05/10/22 10:55:00 AM,-0.04,10.04,
15793,05/10/22 11:00:00 AM,-0.04,10.10,
15794,05/10/22 11:05:00 AM,-0.05,10.16,
15795,05/10/22 11:10:00 AM,-0.04,10.22,
15796,05/10/22 11:15:00 AM,-0.05,10.30,
15797,05/10/22 11:20:00 AM,-0.05,10.36,
15798,05/10/22 11:25:00 AM,-0.04,10.40,
15799,05/10/22 11:30:00 AM,-0.04,10.46,
15800,05/10/22 11:35:00 AM,-0.04,10.52,
15801,05/10/22 11:40:00 AM,-0.04,10.58,
15802,05/10/22 11:45:00 AM,-0.04,10.64,
15803,05/10/22 11:50:00 AM,-0.04,10.72,
15804,05/10/22 11:55:00 AM,-0.05,10.78,
15805,05/10/22 12:00:00 PM,-0.04,10.84,
15806,05/10/22 12:05:00 PM,-0.04,10.92,
15807,05/10/22 12:10:00 PM,-0.05,10.98,
15808,05/10/22 12:15:00 PM,-0.04,11.04,
15809,05/10/22 12:20:00 PM,-0.04,11.10,
15810,05/10/22 12:25:00 PM,-0.05,11.14,
15811,05/10/22 12:30:00 PM,-0.04,11.20,
15812,05/10/22 12:35:00 PM,-0.04,11.24,
15813,05/10/22 12:40:00 PM,-0.04,11.30,
15814,05/10/22 12:45:00 PM,-0.04,11.34,
15815,05/10/22 12:50:00 PM,-0.05,11.38,
15816,05/10/22 12:55:00 PM,-0.04,11.42,
15817,05/10/22 01:00:00 PM,-0.04,11.44,
15818,05/10/22 01:05:00 PM,-0.04,11.46,
15819,05/10/22 01:10:00 PM,-0.04,11.46,
15820,05/10/22 01:15:00 PM,-0.04,11.48,
15821,05/10/22 01:20:00 PM,-0.04,11.48,
15822,05/10/22 01:25:00 PM,-0.04,11.48,
15823,05/10/22 01:30:00 PM,-0.04,11.48,
15824,05/10/22 01:35:00 PM,-0.04,11.48,
15825,05/10/22 01:40:00 PM,-0.04,11.46,
15826,05/10/22 01:45:00 PM,-0.04,11.46,
15827,05/10/22 01:50:00 PM,-0.04,11.44,
15828,05/10/22 01:55:00 PM,-0.04,11.44,
15829,05/10/22 02:00:00 PM,-0.04,11.42,
15830,05/10/22 02:05:00 PM,-0.04,11.40,
15831,05/10/22 02:10:00 PM,-0.04,11.40,
15832,05/10/22 02:15:00 PM,-0.04,11.38,
15833,05/10/22 02:20:00 PM,-0.04,11.34,
15834,05/10/22 02:25:00 PM,-0.04,11.32,
15835,05/10/22 02:30:00 PM,-0.04,11.32,
15836,05/10/22 02:35:00 PM,-0.04,11.30,
15837,05/10/22 02:40:00 PM,-0.04,11.28,
15838,05/10/22 02:45:00 PM,-0.04,11.26,
15839,05/10/22 02:50:00 PM,-0.04,11.24,
15840,05/10/22 02:55:00 PM,-0.04,11.24,
15841,05/10/22 03:00:00 PM,-0.04,11.22,
15842,05/10/22 03:05:00 PM,-0.04,11.22,
15843,05/10/22 03:10:00 PM,-0.04,11.22,
15844,05/10/22 03:15:00 PM,-0.04,11.22,
15845,05/10/22 03:20:00 PM,-0.05,11.22,
15846,05/10/22 03:25:00 PM,-0.05,11.22,
15847,05/10/22 03:30:00 PM,-0.04,11.22,
15848,05/10/22 03:35:00 PM,-0.05,11.22,
15849,05/10/22 03:40:00 PM,-0.05,11.22,
15850,05/10/22 03:45:00 PM,-0.04,11.20,
15851,05/10/22 03:50:00 PM,-0.05,11.20,
15852,05/10/22 03:55:00 PM,-0.04,11.18,
15853,05/10/22 04:00:00 PM,-0.04,11.16,
15854,05/10/22 04:05:00 PM,-0.04,11.14,
15855,05/10/22 04:10:00 PM,-0.04,11.12,
15856,05/10/22 04:15:00 PM,-0.04,11.10,
15857,05/10/22 04:20:00 PM,-0.04,11.10,
15858,05/10/22 04:25:00 PM,-0.04,11.08,
15859,05/10/22 04:30:00 PM,-0.04,11.06,
15860,05/10/22 04:35:00 PM,-0.04,11.04,
15861,05/10/22 04:40:00 PM,-0.04,11.00,
15862,05/10/22 04:45:00 PM,-0.04,10.98,
15863,05/10/22 04:50:00 PM,-0.04,10.94,
15864,05/10/22 04:55:00 PM,-0.04,10.92,
15865,05/10/22 05:00:00 PM,-0.04,10.88,
15866,05/10/22 05:05:00 PM,-0.04,10.86,
15867,05/10/22 05:10:00 PM,-0.04,10.84,
15868,05/10/22 05:15:00 PM,-0.04,10.80,
15869,05/10/22 05:20:00 PM,-0.04,10.78,
15870,05/10/22 05:25:00 PM,-0.04,10.74,
15871,05/10/22 05:30:00 PM,-0.04,10.72,
15872,05/10/22 05:35:00 PM,-0.04,10.68,
15873,05/10/22 05:40:00 PM,-0.04,10.64,
15874,05/10/22 05:45:00 PM,-0.04,10.62,
15875,05/10/22 05:50:00 PM,-0.04,10.58,
15876,05/10/22 05:55:00 PM,-0.04,10.54,
15877,05/10/22 06:00:00 PM,-0.04,10.52,
15878,05/10/22 06:05:00 PM,-0.04,10.50,
15879,05/10/22 06:10:00 PM,-0.04,10.46,
15880,05/10/22 06:15:00 PM,-0.04,10.44,
15881,05/10/22 06:20:00 PM,-0.04,10.40,
15882,05/10/22 06:25:00 PM,-0.04,10.38,
15883,05/10/22 06:30:00 PM,-0.04,10.36,
15884,05/10/22 06:35:00 PM,-0.04,10.34,
15885,05/10/22 06:40:00 PM,-0.04,10.30,
15886,05/10/22 06:45:00 PM,-0.04,10.28,
15887,05/10/22 06:50:00 PM,-0.04,10.24,
15888,05/10/22 06:55:00 PM,-0.04,10.22,
15889,05/10/22 07:00:00 PM,-0.04,10.18,
15890,05/10/22 07:05:00 PM,-0.04,10.16,
15891,05/10/22 07:10:00 PM,-0.04,10.12,
15892,05/10/22 07:15:00 PM,-0.04,10.10,
15893,05/10/22 07:20:00 PM,-0.04,10.08,
15894,05/10/22 07:25:00 PM,-0.04,10.04,
15895,05/10/22 07:30:00 PM,-0.04,10.02,
15896,05/10/22 07:35:00 PM,-0.04,10.00,
15897,05/10/22 07:40:00 PM,-0.04,9.96,
15898,05/10/22 07:45:00 PM,-0.04,9.94,
15899,05/10/22 07:50:00 PM,-0.04,9.92,
15900,05/10/22 07:55:00 PM,-0.04,9.88,
15901,05/10/22 08:00:00 PM,-0.04,9.86,
15902,05/10/22 08:05:00 PM,-0.04,9.84,
15903,05/10/22 08:10:00 PM,-0.04,9.82,
15904,05/10/22 08:15:00 PM,-0.04,9.80,
15905,05/10/22 08:20:00 PM,-0.04,9.78,
15906,05/10/22 08:25:00 PM,-0.04,9.76,
15907,05/10/22 08:30:00 PM,-0.04,9.76,
15908,05/10/22 08:35:00 PM,-0.04,9.74,
15909,05/10/22 08:40:00 PM,-0.04,9.72,
15910,05/10/22 08:45:00 PM,-0.04,9.70,
15911,05/10/22 08:50:00 PM,-0.04,9.68,
15912,05/10/22 08:55:00 PM,-0.04,9.68,
15913,05/10/22 09:00:00 PM,-0.04,9.66,
15914,05/10/22 09:05:00 PM,-0.04,9.66,
15915,05/10/22 09:10:00 PM,-0.04,9.64,
15916,05/10/22 09:15:00 PM,-0.04,9.64,
15917,05/10/22 09:20:00 PM,-0.04,9.64,
15918,05/10/22 09:25:00 PM,-0.04,9.64,
15919,05/10/22 09:30:00 PM,-0.04,9.62,
15920,05/10/22 09:35:00 PM,-0.04,9.62,
15921,05/10/22 09:40:00 PM,-0.04,9.62,
15922,05/10/22 09:45:00 PM,-0.04,9.62,
15923,05/10/22 09:50:00 PM,-0.04,9.62,
15924,05/10/22 09:55:00 PM,-0.04,9.62,
15925,05/10/22 10:00:00 PM,-0.04,9.62,
15926,05/10/22 10:05:00 PM,-0.04,9.62,
15927,05/10/22 10:10:00 PM,-0.04,9.62,
15928,05/10/22 10:15:00 PM,-0.04,9.62,
15929,05/10/22 10:20:00 PM,-0.04,9.62,
15930,05/10/22 10:25:00 PM,-0.04,9.62,
15931,05/10/22 10:30:00 PM,-0.04,9.62,
15932,05/10/22 10:35:00 PM,-0.04,9.62,
15933,05/10/22 10:40:00 PM,-0.04,9.62,
15934,05/10/22 10:45:00 PM,-0.04,9.62,
15935,05/10/22 10:50:00 PM,-0.04,9.62,
15936,05/10/22 10:55:00 PM,-0.04,9.62,
15937,05/10/22 11:00:00 PM,-0.04,9.62,
15938,05/10/22 11:05:00 PM,-0.04,9.62,
15939,05/10/22 11:10:00 PM,-0.04,9.62,
15940,05/10/22 11:15:00 PM,-0.04,9.62,
15941,05/10/22 11:20:00 PM,-0.04,9.60,
15942,05/10/22 11:25:00 PM,-0.04,9.60,
15943,05/10/22 11:30:00 PM,-0.04,9.60,
15944,05/10/22 11:35:00 PM,-0.04,9.60,
15945,05/10/22 11:40:00 PM,-0.04,9.60,
15946,05/10/22 11:45:00 PM,-0.04,9.60,
15947,05/10/22 11:50:00 PM,-0.04,9.60,
15948,05/10/22 11:55:00 PM,-0.04,9.60,
15949,05/11/22 12:00:00 AM,-0.04,9.60,
15950,05/11/22 12:05:00 AM,-0.04,9.60,
15951,05/11/22 12:10:00 AM,-0.04,9.60,
15952,05/11/22 12:15:00 AM,-0.04,9.60,
15953,05/11/22 12:20:00 AM,-0.04,9.60,
15954,05/11/22 12:25:00 AM,-0.04,9.60,
15955,05/11/22 12:30:00 AM,-0.04,9.60,
15956,05/11/22 12:35:00 AM,-0.04,9.60,
15957,05/11/22 12:40:00 AM,-0.04,9.60,
15958,05/11/22 12:45:00 AM,-0.04,9.60,
15959,05/11/22 12:50:00 AM,-0.04,9.62,
15960,05/11/22 12:55:00 AM,-0.04,9.62,
15961,05/11/22 01:00:00 AM,-0.04,9.62,
15962,05/11/22 01:05:00 AM,-0.04,9.62,
15963,05/11/22 01:10:00 AM,-0.04,9.62,
15964,05/11/22 01:15:00 AM,-0.04,9.62,
15965,05/11/22 01:20:00 AM,-0.04,9.62,
15966,05/11/22 01:25:00 AM,-0.04,9.62,
15967,05/11/22 01:30:00 AM,-0.04,9.62,
15968,05/11/22 01:35:00 AM,-0.04,9.62,
15969,05/11/22 01:40:00 AM,-0.04,9.62,
15970,05/11/22 01:45:00 AM,-0.04,9.62,
15971,05/11/22 01:50:00 AM,-0.04,9.64,
15972,05/11/22 01:55:00 AM,-0.04,9.64,
15973,05/11/22 02:00:00 AM,-0.04,9.64,
15974,05/11/22 02:05:00 AM,-0.04,9.64,
15975,05/11/22 02:10:00 AM,-0.04,9.64,
15976,05/11/22 02:15:00 AM,-0.04,9.64,
15977,05/11/22 02:20:00 AM,-0.04,9.64,
15978,05/11/22 02:25:00 AM,-0.04,9.64,
15979,05/11/22 02:30:00 AM,-0.04,9.64,
15980,05/11/22 02:35:00 AM,-0.04,9.64,
15981,05/11/22 02:40:00 AM,-0.04,9.64,
15982,05/11/22 02:45:00 AM,-0.04,9.64,
15983,05/11/22 02:50:00 AM,-0.04,9.64,
15984,05/11/22 02:55:00 AM,-0.04,9.64,
15985,05/11/22 03:00:00 AM,-0.04,9.64,
15986,05/11/22 03:05:00 AM,-0.04,9.62,
15987,05/11/22 03:10:00 AM,-0.04,9.62,
15988,05/11/22 03:15:00 AM,-0.04,9.62,
15989,05/11/22 03:20:00 AM,-0.04,9.62,
15990,05/11/22 03:25:00 AM,-0.04,9.62,
15991,05/11/22 03:30:00 AM,-0.04,9.62,
15992,05/11/22 03:35:00 AM,-0.04,9.62,
15993,05/11/22 03:40:00 AM,-0.04,9.60,
15994,05/11/22 03:45:00 AM,-0.04,9.60,
15995,05/11/22 03:50:00 AM,-0.04,9.58,
15996,05/11/22 03:55:00 AM,-0.04,9.58,
15997,05/11/22 04:00:00 AM,-0.04,9.56,
15998,05/11/22 04:05:00 AM,-0.04,9.56,
15999,05/11/22 04:10:00 AM,-0.04,9.54,
16000,05/11/22 04:15:00 AM,-0.04,9.54,
16001,05/11/22 04:20:00 AM,-0.04,9.52,
16002,05/11/22 04:25:00 AM,-0.04,9.50,
16003,05/11/22 04:30:00 AM,-0.04,9.50,
16004,05/11/22 04:35:00 AM,-0.04,9.48,
16005,05/11/22 04:40:00 AM,-0.04,9.48,
16006,05/11/22 04:45:00 AM,-0.04,9.46,
16007,05/11/22 04:50:00 AM,-0.04,9.46,
16008,05/11/22 04:55:00 AM,-0.04,9.46,
16009,05/11/22 05:00:00 AM,-0.04,9.46,
16010,05/11/22 05:05:00 AM,-0.04,9.46,
16011,05/11/22 05:10:00 AM,-0.04,9.46,
16012,05/11/22 05:15:00 AM,-0.04,9.46,
16013,05/11/22 05:20:00 AM,-0.04,9.46,
16014,05/11/22 05:25:00 AM,-0.04,9.46,
16015,05/11/22 05:30:00 AM,-0.04,9.46,
16016,05/11/22 05:35:00 AM,-0.04,9.46,
16017,05/11/22 05:40:00 AM,-0.04,9.46,
16018,05/11/22 05:45:00 AM,-0.04,9.46,
16019,05/11/22 05:50:00 AM,-0.04,9.46,
16020,05/11/22 05:55:00 AM,-0.04,9.46,
16021,05/11/22 06:00:00 AM,-0.04,9.48,
16022,05/11/22 06:05:00 AM,-0.04,9.48,
16023,05/11/22 06:10:00 AM,-0.04,9.48,
16024,05/11/22 06:15:00 AM,-0.04,9.46,
16025,05/11/22 06:20:00 AM,-0.04,9.46,
16026,05/11/22 06:25:00 AM,-0.04,9.46,
16027,05/11/22 06:30:00 AM,-0.04,9.46,
16028,05/11/22 06:35:00 AM,-0.04,9.46,
16029,05/11/22 06:40:00 AM,-0.04,9.44,
16030,05/11/22 06:45:00 AM,-0.04,9.44,
16031,05/11/22 06:50:00 AM,-0.04,9.44,
16032,05/11/22 06:55:00 AM,-0.04,9.42,
16033,05/11/22 07:00:00 AM,-0.04,9.42,
16034,05/11/22 07:05:00 AM,-0.04,9.42,
16035,05/11/22 07:10:00 AM,-0.04,9.42,
16036,05/11/22 07:15:00 AM,-0.04,9.42,
16037,05/11/22 07:20:00 AM,-0.04,9.42,
16038,05/11/22 07:25:00 AM,-0.04,9.44,
16039,05/11/22 07:30:00 AM,-0.04,9.44,
16040,05/11/22 07:35:00 AM,-0.04,9.46,
16041,05/11/22 07:40:00 AM,-0.04,9.46,
16042,05/11/22 07:45:00 AM,-0.04,9.46,
16043,05/11/22 07:50:00 AM,-0.04,9.48,
16044,05/11/22 07:55:00 AM,-0.04,9.48,
16045,05/11/22 08:00:00 AM,-0.04,9.50,
16046,05/11/22 08:05:00 AM,-0.04,9.52,
16047,05/11/22 08:10:00 AM,-0.04,9.52,
16048,05/11/22 08:15:00 AM,-0.04,9.54,
16049,05/11/22 08:20:00 AM,-0.04,9.54,
16050,05/11/22 08:25:00 AM,-0.04,9.56,
16051,05/11/22 08:30:00 AM,-0.04,9.56,
16052,05/11/22 08:35:00 AM,-0.04,9.58,
16053,05/11/22 08:40:00 AM,-0.04,9.58,
16054,05/11/22 08:45:00 AM,-0.04,9.58,
16055,05/11/22 08:50:00 AM,-0.04,9.60,
16056,05/11/22 08:55:00 AM,-0.04,9.60,
16057,05/11/22 09:00:00 AM,-0.04,9.60,
16058,05/11/22 09:05:00 AM,-0.04,9.60,
16059,05/11/22 09:10:00 AM,-0.04,9.60,
16060,05/11/22 09:15:00 AM,-0.04,9.60,
16061,05/11/22 09:20:00 AM,-0.04,9.62,
16062,05/11/22 09:25:00 AM,-0.04,9.62,
16063,05/11/22 09:30:00 AM,-0.04,9.62,
16064,05/11/22 09:35:00 AM,-0.04,9.62,
16065,05/11/22 09:40:00 AM,-0.04,9.62,
16066,05/11/22 09:45:00 AM,-0.04,9.62,
16067,05/11/22 09:50:00 AM,-0.04,9.64,
16068,05/11/22 09:55:00 AM,-0.04,9.64,
16069,05/11/22 10:00:00 AM,-0.04,9.64,
16070,05/11/22 10:05:00 AM,-0.04,9.64,
16071,05/11/22 10:10:00 AM,-0.04,9.66,
16072,05/11/22 10:15:00 AM,-0.04,9.66,
16073,05/11/22 10:20:00 AM,-0.04,9.68,
16074,05/11/22 10:25:00 AM,-0.05,9.68,
16075,05/11/22 10:30:00 AM,-0.04,9.70,
16076,05/11/22 10:35:00 AM,-0.04,9.70,
16077,05/11/22 10:40:00 AM,-0.04,9.72,
16078,05/11/22 10:45:00 AM,-0.04,9.72,
16079,05/11/22 10:50:00 AM,-0.04,9.74,
16080,05/11/22 10:55:00 AM,-0.04,9.74,
16081,05/11/22 11:00:00 AM,-0.04,9.74,
16082,05/11/22 11:05:00 AM,-0.04,9.76,
16083,05/11/22 11:10:00 AM,-0.04,9.76,
16084,05/11/22 11:15:00 AM,-0.04,9.76,
16085,05/11/22 11:20:00 AM,-0.04,9.76,
16086,05/11/22 11:25:00 AM,-0.04,9.76,
16087,05/11/22 11:30:00 AM,-0.04,9.76,
16088,05/11/22 11:35:00 AM,-0.04,9.74,
16089,05/11/22 11:40:00 AM,-0.04,9.74,
16090,05/11/22 11:45:00 AM,-0.04,9.72,
16091,05/11/22 11:50:00 AM,-0.04,9.70,
16092,05/11/22 11:55:00 AM,-0.04,9.68,
16093,05/11/22 12:00:00 PM,-0.04,9.66,
16094,05/11/22 12:05:00 PM,-0.04,9.66,
16095,05/11/22 12:10:00 PM,-0.04,9.64,
16096,05/11/22 12:15:00 PM,-0.04,9.62,
16097,05/11/22 12:20:00 PM,-0.04,9.60,
16098,05/11/22 12:25:00 PM,-0.04,9.58,
16099,05/11/22 12:30:00 PM,-0.04,9.58,
16100,05/11/22 12:35:00 PM,-0.04,9.58,
16101,05/11/22 12:40:00 PM,-0.04,9.58,
16102,05/11/22 12:45:00 PM,-0.04,9.58,
16103,05/11/22 12:50:00 PM,-0.04,9.58,
16104,05/11/22 12:55:00 PM,-0.04,9.60,
16105,05/11/22 01:00:00 PM,-0.04,9.60,
16106,05/11/22 01:05:00 PM,-0.04,9.62,
16107,05/11/22 01:10:00 PM,-0.04,9.64,
16108,05/11/22 01:15:00 PM,-0.04,9.66,
16109,05/11/22 01:20:00 PM,-0.04,9.68,
16110,05/11/22 01:25:00 PM,-0.04,9.70,
